ID,Year,M,D,H,1,2,sum,sump
0131-002,2013,11,30,17,849,716,1565,1476
0131-002,2013,11,30,18,900,810,1710,1565
0131-002,2013,11,30,19,804,644,1448,1710
0131-002,2013,11,30,20,699,449,1148,1448
0131-002,2013,11,30,21,460,361,821,1148
0131-002,2013,11,30,22,322,326,648,821
0131-002,2013,11,30,23,241,226,467,648
0131-002,2013,11,30,24,158,142,300,467
0131-002,2013,12,1,1,148,137,285,300
0131-002,2013,12,1,2,92,97,189,285
0131-002,2013,12,1,3,62,62,124,189
0131-002,2013,12,1,4,70,54,124,124
0131-002,2013,12,1,5,63,67,130,124
0131-002,2013,12,1,6,77,78,155,130
0131-002,2013,12,1,7,206,126,332,155
0131-002,2013,12,1,8,308,242,550,332
0131-002,2013,12,1,9,376,364,740,550
0131-002,2013,12,1,10,388,400,788,740
0131-002,2013,12,1,11,448,462,910,788
0131-002,2013,12,1,12,517,500,1017,910
0131-002,2013,12,1,13,616,525,1141,1017
0131-002,2013,12,1,14,699,517,1216,1141
0131-002,2013,12,1,15,764,548,1312,1216
0131-002,2013,12,1,16,805,546,1351,1312
0131-002,2013,12,1,17,898,597,1495,1351
0131-002,2013,12,1,18,909,631,1540,1495
0131-002,2013,12,1,19,822,510,1332,1540
0131-002,2013,12,1,20,833,374,1207,1332
0131-002,2013,12,1,21,615,353,968,1207
0131-002,2013,12,1,22,527,301,828,968
0131-002,2013,12,1,23,290,186,476,828
0131-002,2013,12,1,24,174,125,299,476
0131-002,2013,12,2,1,119,81,200,299
0131-002,2013,12,2,2,75,59,134,200
0131-002,2013,12,2,3,62,51,113,134
0131-002,2013,12,2,4,71,47,118,113
0131-002,2013,12,2,5,76,74,150,118
0131-002,2013,12,2,6,195,128,323,150
0131-002,2013,12,2,7,658,311,969,323
0131-002,2013,12,2,8,1598,692,2290,969
0131-002,2013,12,2,9,1481,741,2222,2290
0131-002,2013,12,2,10,856,730,1586,2222
0131-002,2013,12,2,11,895,746,1641,1586
0131-002,2013,12,2,12,881,751,1632,1641
0131-002,2013,12,2,13,726,664,1390,1632
0131-002,2013,12,2,14,854,726,1580,1390
0131-002,2013,12,2,15,976,807,1783,1580
0131-002,2013,12,2,16,956,826,1782,1783
0131-002,2013,12,2,17,897,859,1756,1782
0131-002,2013,12,2,18,843,972,1815,1756
0131-002,2013,12,2,19,783,816,1599,1815
0131-002,2013,12,2,20,584,685,1269,1599
0131-002,2013,12,2,21,481,602,1083,1269
0131-002,2013,12,2,22,384,432,816,1083
0131-002,2013,12,2,23,280,289,569,816
0131-002,2013,12,2,24,183,199,382,569
0131-002,2013,12,3,1,126,125,251,382
0131-002,2013,12,3,2,83,100,183,251
0131-002,2013,12,3,3,69,83,152,183
0131-002,2013,12,3,4,80,67,147,152
0131-002,2013,12,3,5,117,93,210,147
0131-002,2013,12,3,6,179,120,299,210
0131-002,2013,12,3,7,567,268,835,299
0131-002,2013,12,3,8,1367,688,2055,835
0131-002,2013,12,3,9,1372,781,2153,2055
0131-002,2013,12,3,10,944,807,1751,2153
0131-002,2013,12,3,11,980,826,1806,1751
0131-002,2013,12,3,12,893,755,1648,1806
0131-002,2013,12,3,13,736,655,1391,1648
0131-002,2013,12,3,14,911,738,1649,1391
0131-002,2013,12,3,15,992,841,1833,1649
0131-002,2013,12,3,16,941,819,1760,1833
0131-002,2013,12,3,17,939,862,1801,1760
0131-002,2013,12,3,18,799,978,1777,1801
0131-002,2013,12,3,19,795,860,1655,1777
0131-002,2013,12,3,20,591,681,1272,1655
0131-002,2013,12,3,21,504,601,1105,1272
0131-002,2013,12,3,22,416,461,877,1105
0131-002,2013,12,3,23,253,275,528,877
0131-002,2013,12,3,24,195,213,408,528
0131-002,2013,12,4,1,117,119,236,408
0131-002,2013,12,4,2,75,108,183,236
0131-002,2013,12,4,3,70,83,153,183
0131-002,2013,12,4,4,65,75,140,153
0131-002,2013,12,4,5,108,105,213,140
0131-002,2013,12,4,6,161,127,288,213
0131-002,2013,12,4,7,542,283,825,288
0131-002,2013,12,4,8,1340,647,1987,825
0131-002,2013,12,4,9,1365,794,2159,1987
0131-002,2013,12,4,10,987,761,1748,2159
0131-002,2013,12,4,11,927,798,1725,1748
0131-002,2013,12,4,12,963,801,1764,1725
0131-002,2013,12,4,13,798,628,1426,1764
0131-002,2013,12,4,14,895,773,1668,1426
0131-002,2013,12,4,15,978,821,1799,1668
0131-002,2013,12,4,16,1000,852,1852,1799
0131-002,2013,12,4,17,911,869,1780,1852
0131-002,2013,12,4,18,888,1084,1972,1780
0131-002,2013,12,4,19,829,947,1776,1972
0131-002,2013,12,4,20,563,649,1212,1776
0131-002,2013,12,4,21,466,541,1007,1212
0131-002,2013,12,4,22,412,430,842,1007
0131-002,2013,12,4,23,308,300,608,842
0131-002,2013,12,4,24,210,192,402,608
0131-002,2013,12,5,1,154,115,269,402
0131-002,2013,12,5,2,92,101,193,269
0131-002,2013,12,5,3,72,95,167,193
0131-002,2013,12,5,4,65,78,143,167
0131-002,2013,12,5,5,99,98,197,143
0131-002,2013,12,5,6,194,139,333,197
0131-002,2013,12,5,7,576,295,871,333
0131-002,2013,12,5,8,1356,651,2007,871
0131-002,2013,12,5,9,1367,819,2186,2007
0131-002,2013,12,5,10,966,778,1744,2186
0131-002,2013,12,5,11,937,808,1745,1744
0131-002,2013,12,5,12,943,738,1681,1745
0131-002,2013,12,5,13,763,710,1473,1681
0131-002,2013,12,5,14,896,755,1651,1473
0131-002,2013,12,5,15,945,845,1790,1651
0131-002,2013,12,5,16,1026,842,1868,1790
0131-002,2013,12,5,17,1090,810,1900,1868
0131-002,2013,12,5,18,1172,954,2126,1900
0131-002,2013,12,5,19,1050,941,1991,2126
0131-002,2013,12,5,20,703,798,1501,1991
0131-002,2013,12,5,21,512,689,1201,1501
0131-002,2013,12,5,22,402,451,853,1201
0131-002,2013,12,5,23,274,295,569,853
0131-002,2013,12,5,24,208,196,404,569
0131-002,2013,12,6,1,132,117,249,404
0131-002,2013,12,6,2,102,86,188,249
0131-002,2013,12,6,3,87,88,175,188
0131-002,2013,12,6,4,84,66,150,175
0131-002,2013,12,6,5,98,97,195,150
0131-002,2013,12,6,6,170,146,316,195
0131-002,2013,12,6,7,542,274,816,316
0131-002,2013,12,6,8,1396,656,2052,816
0131-002,2013,12,6,9,1392,780,2172,2052
0131-002,2013,12,6,10,872,833,1705,2172
0131-002,2013,12,6,11,1005,805,1810,1705
0131-002,2013,12,6,12,918,743,1661,1810
0131-002,2013,12,6,13,775,728,1503,1661
0131-002,2013,12,6,14,855,747,1602,1503
0131-002,2013,12,6,15,987,830,1817,1602
0131-002,2013,12,6,16,993,864,1857,1817
0131-002,2013,12,6,17,934,860,1794,1857
0131-002,2013,12,6,18,965,1052,2017,1794
0131-002,2013,12,6,19,909,976,1885,2017
0131-002,2013,12,6,20,700,807,1507,1885
0131-002,2013,12,6,21,512,629,1141,1507
0131-002,2013,12,6,22,422,494,916,1141
0131-002,2013,12,6,23,345,350,695,916
0131-002,2013,12,6,24,224,233,457,695
0131-002,2013,12,7,1,174,164,338,457
0131-002,2013,12,7,2,132,130,262,338
0131-002,2013,12,7,3,101,97,198,262
0131-002,2013,12,7,4,84,81,165,198
0131-002,2013,12,7,5,96,92,188,165
0131-002,2013,12,7,6,176,123,299,188
0131-002,2013,12,7,7,365,254,619,299
0131-002,2013,12,7,8,791,449,1240,619
0131-002,2013,12,7,9,854,641,1495,1240
0131-002,2013,12,7,10,736,697,1433,1495
0131-002,2013,12,7,11,843,740,1583,1433
0131-002,2013,12,7,12,747,722,1469,1583
0131-002,2013,12,7,13,715,633,1348,1469
0131-002,2013,12,7,14,778,681,1459,1348
0131-002,2013,12,7,15,788,630,1418,1459
0131-002,2013,12,7,16,781,692,1473,1418
0131-002,2013,12,7,17,771,714,1485,1473
0131-002,2013,12,7,18,855,808,1663,1485
0131-002,2013,12,7,19,744,659,1403,1663
0131-002,2013,12,7,20,505,419,924,1403
0131-002,2013,12,7,21,380,371,751,924
0131-002,2013,12,7,22,336,307,643,751
0131-002,2013,12,7,23,272,271,543,643
0131-002,2013,12,7,24,183,162,345,543
0131-002,2013,12,8,1,138,138,276,345
0131-002,2013,12,8,2,77,83,160,276
0131-002,2013,12,8,3,88,72,160,160
0131-002,2013,12,8,4,68,64,132,160
0131-002,2013,12,8,5,42,61,103,132
0131-002,2013,12,8,6,86,58,144,103
0131-002,2013,12,8,7,183,131,314,144
0131-002,2013,12,8,8,302,195,497,314
0131-002,2013,12,8,9,331,312,643,497
0131-002,2013,12,8,10,373,359,732,643
0131-002,2013,12,8,11,443,446,889,732
0131-002,2013,12,8,12,538,459,997,889
0131-002,2013,12,8,13,528,480,1008,997
0131-002,2013,12,8,14,596,485,1081,1008
0131-002,2013,12,8,15,643,492,1135,1081
0131-002,2013,12,8,16,726,555,1281,1135
0131-002,2013,12,8,17,810,565,1375,1281
0131-002,2013,12,8,18,735,605,1340,1375
0131-002,2013,12,8,19,742,486,1228,1340
0131-002,2013,12,8,20,595,380,975,1228
0131-002,2013,12,8,21,473,295,768,975
0131-002,2013,12,8,22,423,278,701,768
0131-002,2013,12,8,23,264,180,444,701
0131-002,2013,12,8,24,194,130,324,444
0131-002,2013,12,9,1,117,77,194,324
0131-002,2013,12,9,2,80,52,132,194
0131-002,2013,12,9,3,47,44,91,132
0131-002,2013,12,9,4,57,58,115,91
0131-002,2013,12,9,5,88,77,165,115
0131-002,2013,12,9,6,171,132,303,165
0131-002,2013,12,9,7,590,287,877,303
0131-002,2013,12,9,8,1357,689,2046,877
0131-002,2013,12,9,9,1379,825,2204,2046
0131-002,2013,12,9,10,857,694,1551,2204
0131-002,2013,12,9,11,851,735,1586,1551
0131-002,2013,12,9,12,805,738,1543,1586
0131-002,2013,12,9,13,683,696,1379,1543
0131-002,2013,12,9,14,798,765,1563,1379
0131-002,2013,12,9,15,863,811,1674,1563
0131-002,2013,12,9,16,876,833,1709,1674
0131-002,2013,12,9,17,776,782,1558,1709
0131-002,2013,12,9,18,742,923,1665,1558
0131-002,2013,12,9,19,731,868,1599,1665
0131-002,2013,12,9,20,555,639,1194,1599
0131-002,2013,12,9,21,437,586,1023,1194
0131-002,2013,12,9,22,393,422,815,1023
0131-002,2013,12,9,23,269,255,524,815
0131-002,2013,12,9,24,172,167,339,524
0131-002,2013,12,10,1,122,116,238,339
0131-002,2013,12,10,2,79,88,167,238
0131-002,2013,12,10,3,75,63,138,167
0131-002,2013,12,10,4,71,66,137,138
0131-002,2013,12,10,5,100,84,184,137
0131-002,2013,12,10,6,171,132,303,184
0131-002,2013,12,10,7,488,244,732,303
0131-002,2013,12,10,8,1384,660,2044,732
0131-002,2013,12,10,9,1349,787,2136,2044
0131-002,2013,12,10,10,897,778,1675,2136
0131-002,2013,12,10,11,982,819,1801,1675
0131-002,2013,12,10,12,945,743,1688,1801
0131-002,2013,12,10,13,719,725,1444,1688
0131-002,2013,12,10,14,872,746,1618,1444
0131-002,2013,12,10,15,987,816,1803,1618
0131-002,2013,12,10,16,957,790,1747,1803
0131-002,2013,12,10,17,845,869,1714,1747
0131-002,2013,12,10,18,853,946,1799,1714
0131-002,2013,12,10,19,810,865,1675,1799
0131-002,2013,12,10,20,569,674,1243,1675
0131-002,2013,12,10,21,495,621,1116,1243
0131-002,2013,12,10,22,433,496,929,1116
0131-002,2013,12,10,23,282,301,583,929
0131-002,2013,12,10,24,233,197,430,583
0131-002,2013,12,11,1,158,146,304,430
0131-002,2013,12,11,2,144,101,245,304
0131-002,2013,12,11,3,80,79,159,245
0131-002,2013,12,11,4,74,83,157,159
0131-002,2013,12,11,5,94,92,186,157
0131-002,2013,12,11,6,117,110,227,186
0131-002,2013,12,11,7,132,206,338,227
0131-002,2013,12,11,8,296,591,887,338
0131-002,2013,12,11,9,587,833,1420,887
0131-002,2013,12,11,10,800,680,1480,1420
0131-002,2013,12,11,11,844,723,1567,1480
0131-002,2013,12,11,12,775,722,1497,1567
0131-002,2013,12,11,13,703,630,1333,1497
0131-002,2013,12,11,14,809,673,1482,1333
0131-002,2013,12,11,15,910,781,1691,1482
0131-002,2013,12,11,16,817,851,1668,1691
0131-002,2013,12,11,17,639,834,1473,1668
0131-002,2013,12,11,18,565,965,1530,1473
0131-002,2013,12,11,19,588,851,1439,1530
0131-002,2013,12,11,20,457,623,1080,1439
0131-002,2013,12,11,21,307,401,708,1080
0131-002,2013,12,11,22,231,299,530,708
0131-002,2013,12,11,23,188,203,391,530
0131-002,2013,12,11,24,132,121,253,391
0131-002,2013,12,12,1,89,87,176,253
0131-002,2013,12,12,2,76,68,144,176
0131-002,2013,12,12,3,62,56,118,144
0131-002,2013,12,12,4,63,44,107,118
0131-002,2013,12,12,5,60,65,125,107
0131-002,2013,12,12,6,132,100,232,125
0131-002,2013,12,12,7,341,194,535,232
0131-002,2013,12,12,8,890,509,1399,535
0131-002,2013,12,12,9,839,743,1582,1399
0131-002,2013,12,12,10,821,728,1549,1582
0131-002,2013,12,12,11,894,778,1672,1549
0131-002,2013,12,12,12,861,694,1555,1672
0131-002,2013,12,12,13,683,662,1345,1555
0131-002,2013,12,12,14,737,790,1527,1345
0131-002,2013,12,12,15,846,827,1673,1527
0131-002,2013,12,12,16,856,763,1619,1673
0131-002,2013,12,12,17,985,724,1709,1619
0131-002,2013,12,12,18,698,867,1565,1709
0131-002,2013,12,12,19,644,783,1427,1565
0131-002,2013,12,12,20,474,547,1021,1427
0131-002,2013,12,12,21,363,459,822,1021
0131-002,2013,12,12,22,345,322,667,822
0131-002,2013,12,12,23,173,219,392,667
0131-002,2013,12,12,24,156,169,325,392
0131-002,2013,12,13,1,112,105,217,325
0131-002,2013,12,13,2,83,66,149,217
0131-002,2013,12,13,3,59,52,111,149
0131-002,2013,12,13,4,54,56,110,111
0131-002,2013,12,13,5,72,55,127,110
0131-002,2013,12,13,6,116,89,205,127
0131-002,2013,12,13,7,407,179,586,205
0131-002,2013,12,13,8,1135,568,1703,586
0131-002,2013,12,13,9,1113,776,1889,1703
0131-002,2013,12,13,10,800,700,1500,1889
0131-002,2013,12,13,11,828,745,1573,1500
0131-002,2013,12,13,12,838,771,1609,1573
0131-002,2013,12,13,13,699,725,1424,1609
0131-002,2013,12,13,14,840,711,1551,1424
0131-002,2013,12,13,15,930,806,1736,1551
0131-002,2013,12,13,16,882,842,1724,1736
0131-002,2013,12,13,17,916,909,1825,1724
0131-002,2013,12,13,18,900,1063,1963,1825
0131-002,2013,12,13,19,828,1031,1859,1963
0131-002,2013,12,13,20,643,746,1389,1859
0131-002,2013,12,13,21,473,636,1109,1389
0131-002,2013,12,13,22,372,434,806,1109
0131-002,2013,12,13,23,291,267,558,806
0131-002,2013,12,13,24,230,200,430,558
0131-002,2013,12,14,1,146,155,301,430
0131-002,2013,12,14,2,114,117,231,301
0131-002,2013,12,14,3,90,100,190,231
0131-002,2013,12,14,4,69,85,154,190
0131-002,2013,12,14,5,62,44,106,154
0131-002,2013,12,14,6,139,47,186,106
0131-002,2013,12,14,7,230,89,319,186
0131-002,2013,12,14,8,525,198,723,319
0131-002,2013,12,14,9,689,292,981,723
0131-002,2013,12,14,10,584,357,941,981
0131-002,2013,12,14,11,703,427,1130,941
0131-002,2013,12,14,12,723,425,1148,1130
0131-002,2013,12,14,13,745,420,1165,1148
0131-002,2013,12,14,14,680,465,1145,1165
0131-002,2013,12,14,15,720,470,1190,1145
0131-002,2013,12,14,16,763,396,1159,1190
0131-002,2013,12,14,17,778,661,1439,1159
0131-002,2013,12,14,18,816,826,1642,1439
0131-002,2013,12,14,19,689,598,1287,1642
0131-002,2013,12,14,20,445,417,862,1287
0131-002,2013,12,14,21,355,333,688,862
0131-002,2013,12,14,22,269,275,544,688
0131-002,2013,12,14,23,217,228,445,544
0131-002,2013,12,14,24,170,170,340,445
0131-002,2013,12,15,1,142,119,261,340
0131-002,2013,12,15,2,99,96,195,261
0131-002,2013,12,15,3,78,81,159,195
0131-002,2013,12,15,4,61,55,116,159
0131-002,2013,12,15,5,49,34,83,116
0131-002,2013,12,15,6,81,71,152,83
0131-002,2013,12,15,7,189,124,313,152
0131-002,2013,12,15,8,278,189,467,313
0131-002,2013,12,15,9,359,292,651,467
0131-002,2013,12,15,10,356,390,746,651
0131-002,2013,12,15,11,410,438,848,746
0131-002,2013,12,15,12,483,498,981,848
0131-002,2013,12,15,13,491,445,936,981
0131-002,2013,12,15,14,572,511,1083,936
0131-002,2013,12,15,15,594,581,1175,1083
0131-002,2013,12,15,16,664,557,1221,1175
0131-002,2013,12,15,17,723,521,1244,1221
0131-002,2013,12,15,18,683,569,1252,1244
0131-002,2013,12,15,19,583,432,1015,1252
0131-002,2013,12,15,20,417,357,774,1015
0131-002,2013,12,15,21,400,295,695,774
0131-002,2013,12,15,22,363,269,632,695
0131-002,2013,12,15,23,263,186,449,632
0131-002,2013,12,15,24,166,123,289,449
0131-002,2013,12,16,1,118,84,202,289
0131-002,2013,12,16,2,77,56,133,202
0131-002,2013,12,16,3,56,38,94,133
0131-002,2013,12,16,4,74,66,140,94
0131-002,2013,12,16,5,67,57,124,140
0131-002,2013,12,16,6,186,134,320,124
0131-002,2013,12,16,7,579,264,843,320
0131-002,2013,12,16,8,1432,706,2138,843
0131-002,2013,12,16,9,1495,775,2270,2138
0131-002,2013,12,16,10,910,708,1618,2270
0131-002,2013,12,16,11,907,788,1695,1618
0131-002,2013,12,16,12,928,761,1689,1695
0131-002,2013,12,16,13,728,710,1438,1689
0131-002,2013,12,16,14,873,767,1640,1438
0131-002,2013,12,16,15,995,916,1911,1640
0131-002,2013,12,16,16,977,837,1814,1911
0131-002,2013,12,16,17,881,883,1764,1814
0131-002,2013,12,16,18,884,1051,1935,1764
0131-002,2013,12,16,19,745,900,1645,1935
0131-002,2013,12,16,20,567,670,1237,1645
0131-002,2013,12,16,21,456,547,1003,1237
0131-002,2013,12,16,22,374,455,829,1003
0131-002,2013,12,16,23,259,302,561,829
0131-002,2013,12,16,24,220,195,415,561
0131-002,2013,12,17,1,135,137,272,415
0131-002,2013,12,17,2,114,97,211,272
0131-002,2013,12,17,3,83,74,157,211
0131-002,2013,12,17,4,67,69,136,157
0131-002,2013,12,17,5,82,97,179,136
0131-002,2013,12,17,6,172,136,308,179
0131-002,2013,12,17,7,543,280,823,308
0131-002,2013,12,17,8,1294,736,2030,823
0131-002,2013,12,17,9,1392,828,2220,2030
0131-002,2013,12,17,10,978,780,1758,2220
0131-002,2013,12,17,11,980,841,1821,1758
0131-002,2013,12,17,12,907,749,1656,1821
0131-002,2013,12,17,13,756,770,1526,1656
0131-002,2013,12,17,14,886,784,1670,1526
0131-002,2013,12,17,15,1025,893,1918,1670
0131-002,2013,12,17,16,957,859,1816,1918
0131-002,2013,12,17,17,871,856,1727,1816
0131-002,2013,12,17,18,905,1122,2027,1727
0131-002,2013,12,17,19,756,939,1695,2027
0131-002,2013,12,17,20,566,668,1234,1695
0131-002,2013,12,17,21,444,573,1017,1234
0131-002,2013,12,17,22,395,454,849,1017
0131-002,2013,12,17,23,261,272,533,849
0131-002,2013,12,17,24,197,196,393,533
0131-002,2013,12,18,1,149,129,278,393
0131-002,2013,12,18,2,99,91,190,278
0131-002,2013,12,18,3,68,85,153,190
0131-002,2013,12,18,4,76,74,150,153
0131-002,2013,12,18,5,92,93,185,150
0131-002,2013,12,18,6,165,144,309,185
0131-002,2013,12,18,7,491,290,781,309
0131-002,2013,12,18,8,1368,669,2037,781
0131-002,2013,12,18,9,1369,814,2183,2037
0131-002,2013,12,18,10,925,831,1756,2183
0131-002,2013,12,18,11,942,827,1769,1756
0131-002,2013,12,18,12,866,752,1618,1769
0131-002,2013,12,18,13,742,656,1398,1618
0131-002,2013,12,18,14,897,764,1661,1398
0131-002,2013,12,18,15,994,907,1901,1661
0131-002,2013,12,18,16,965,905,1870,1901
0131-002,2013,12,18,17,902,876,1778,1870
0131-002,2013,12,18,18,930,1042,1972,1778
0131-002,2013,12,18,19,808,972,1780,1972
0131-002,2013,12,18,20,597,662,1259,1780
0131-002,2013,12,18,21,480,632,1112,1259
0131-002,2013,12,18,22,400,472,872,1112
0131-002,2013,12,18,23,298,294,592,872
0131-002,2013,12,18,24,197,204,401,592
0131-002,2013,12,19,1,160,158,318,401
0131-002,2013,12,19,2,83,105,188,318
0131-002,2013,12,19,3,79,88,167,188
0131-002,2013,12,19,4,55,79,134,167
0131-002,2013,12,19,5,88,99,187,134
0131-002,2013,12,19,6,137,124,261,187
0131-002,2013,12,19,7,422,237,659,261
0131-002,2013,12,19,8,1075,613,1688,659
0131-002,2013,12,19,9,1017,831,1848,1688
0131-002,2013,12,19,10,562,627,1189,1848
0131-002,2013,12,19,11,454,649,1103,1189
0131-002,2013,12,19,12,565,732,1297,1103
0131-002,2013,12,19,13,702,761,1463,1297
0131-002,2013,12,19,14,772,871,1643,1463
0131-002,2013,12,19,15,770,879,1649,1643
0131-002,2013,12,19,16,709,776,1485,1649
0131-002,2013,12,19,17,730,713,1443,1485
0131-002,2013,12,19,18,578,539,1117,1443
0131-002,2013,12,19,19,530,658,1188,1117
0131-002,2013,12,19,20,561,542,1103,1188
0131-002,2013,12,19,21,329,339,668,1103
0131-002,2013,12,19,22,254,276,530,668
0131-002,2013,12,19,23,162,206,368,530
0131-002,2013,12,19,24,110,87,197,368
0131-002,2013,12,20,1,65,66,131,197
0131-002,2013,12,20,2,37,52,89,131
0131-002,2013,12,20,3,45,62,107,89
0131-002,2013,12,20,4,47,35,82,107
0131-002,2013,12,20,5,60,60,120,82
0131-002,2013,12,20,6,104,83,187,120
0131-002,2013,12,20,7,258,166,424,187
0131-002,2013,12,20,8,643,350,993,424
0131-002,2013,12,20,9,714,505,1219,993
0131-002,2013,12,20,10,644,496,1140,1219
0131-002,2013,12,20,11,715,596,1311,1140
0131-002,2013,12,20,12,669,677,1346,1311
0131-002,2013,12,20,13,592,612,1204,1346
0131-002,2013,12,20,14,685,715,1400,1204
0131-002,2013,12,20,15,848,829,1677,1400
0131-002,2013,12,20,16,843,798,1641,1677
0131-002,2013,12,20,17,807,896,1703,1641
0131-002,2013,12,20,18,798,1076,1874,1703
0131-002,2013,12,20,19,800,1003,1803,1874
0131-002,2013,12,20,20,569,645,1214,1803
0131-002,2013,12,20,21,431,548,979,1214
0131-002,2013,12,20,22,311,361,672,979
0131-002,2013,12,20,23,264,247,511,672
0131-002,2013,12,20,24,179,185,364,511
0131-002,2013,12,21,1,141,144,285,364
0131-002,2013,12,21,2,101,126,227,285
0131-002,2013,12,21,3,92,89,181,227
0131-002,2013,12,21,4,79,76,155,181
0131-002,2013,12,21,5,74,83,157,155
0131-002,2013,12,21,6,118,121,239,157
0131-002,2013,12,21,7,267,172,439,239
0131-002,2013,12,21,8,569,364,933,439
0131-002,2013,12,21,9,628,541,1169,933
0131-002,2013,12,21,10,624,779,1403,1169
0131-002,2013,12,21,11,693,832,1525,1403
0131-002,2013,12,21,12,715,806,1521,1525
0131-002,2013,12,21,13,624,724,1348,1521
0131-002,2013,12,21,14,735,700,1435,1348
0131-002,2013,12,21,15,717,755,1472,1435
0131-002,2013,12,21,16,676,724,1400,1472
0131-002,2013,12,21,17,771,662,1433,1400
0131-002,2013,12,21,18,841,891,1732,1433
0131-002,2013,12,21,19,710,617,1327,1732
0131-002,2013,12,21,20,492,364,856,1327
0131-002,2013,12,21,21,337,326,663,856
0131-002,2013,12,21,22,282,301,583,663
0131-002,2013,12,21,23,208,236,444,583
0131-002,2013,12,21,24,162,163,325,444
0131-002,2013,12,22,1,118,128,246,325
0131-002,2013,12,22,2,91,85,176,246
0131-002,2013,12,22,3,67,82,149,176
0131-002,2013,12,22,4,53,50,103,149
0131-002,2013,12,22,5,50,53,103,103
0131-002,2013,12,22,6,72,63,135,103
0131-002,2013,12,22,7,156,105,261,135
0131-002,2013,12,22,8,240,169,409,261
0131-002,2013,12,22,9,291,255,546,409
0131-002,2013,12,22,10,301,374,675,546
0131-002,2013,12,22,11,396,435,831,675
0131-002,2013,12,22,12,459,466,925,831
0131-002,2013,12,22,13,488,514,1002,925
0131-002,2013,12,22,14,639,501,1140,1002
0131-002,2013,12,22,15,666,540,1206,1140
0131-002,2013,12,22,16,732,570,1302,1206
0131-002,2013,12,22,17,732,545,1277,1302
0131-002,2013,12,22,18,684,588,1272,1277
0131-002,2013,12,22,19,662,436,1098,1272
0131-002,2013,12,22,20,442,343,785,1098
0131-002,2013,12,22,21,370,271,641,785
0131-002,2013,12,22,22,334,260,594,641
0131-002,2013,12,22,23,247,176,423,594
0131-002,2013,12,22,24,163,135,298,423
0131-002,2013,12,23,1,118,86,204,298
0131-002,2013,12,23,2,74,71,145,204
0131-002,2013,12,23,3,49,37,86,145
0131-002,2013,12,23,4,60,47,107,86
0131-002,2013,12,23,5,70,83,153,107
0131-002,2013,12,23,6,207,122,329,153
0131-002,2013,12,23,7,566,300,866,329
0131-002,2013,12,23,8,1427,707,2134,866
0131-002,2013,12,23,9,1445,799,2244,2134
0131-002,2013,12,23,10,925,758,1683,2244
0131-002,2013,12,23,11,886,820,1706,1683
0131-002,2013,12,23,12,917,850,1767,1706
0131-002,2013,12,23,13,763,693,1456,1767
0131-002,2013,12,23,14,882,769,1651,1456
0131-002,2013,12,23,15,958,896,1854,1651
0131-002,2013,12,23,16,946,856,1802,1854
0131-002,2013,12,23,17,919,908,1827,1802
0131-002,2013,12,23,18,894,1046,1940,1827
0131-002,2013,12,23,19,759,956,1715,1940
0131-002,2013,12,23,20,586,726,1312,1715
0131-002,2013,12,23,21,471,593,1064,1312
0131-002,2013,12,23,22,417,475,892,1064
0131-002,2013,12,23,23,242,327,569,892
0131-002,2013,12,23,24,204,209,413,569
0131-002,2013,12,24,1,176,148,324,413
0131-002,2013,12,24,2,87,93,180,324
0131-002,2013,12,24,3,78,87,165,180
0131-002,2013,12,24,4,91,71,162,165
0131-002,2013,12,24,5,94,87,181,162
0131-002,2013,12,24,6,158,141,299,181
0131-002,2013,12,24,7,490,239,729,299
0131-002,2013,12,24,8,1273,609,1882,729
0131-002,2013,12,24,9,1334,831,2165,1882
0131-002,2013,12,24,10,904,747,1651,2165
0131-002,2013,12,24,11,943,806,1749,1651
0131-002,2013,12,24,12,930,835,1765,1749
0131-002,2013,12,24,13,826,755,1581,1765
0131-002,2013,12,24,14,861,780,1641,1581
0131-002,2013,12,24,15,920,894,1814,1641
0131-002,2013,12,24,16,903,876,1779,1814
0131-002,2013,12,24,17,936,903,1839,1779
0131-002,2013,12,24,18,965,1227,2192,1839
0131-002,2013,12,24,19,920,1246,2166,2192
0131-002,2013,12,24,20,760,892,1652,2166
0131-002,2013,12,24,21,530,656,1186,1652
0131-002,2013,12,24,22,385,435,820,1186
0131-002,2013,12,24,23,301,267,568,820
0131-002,2013,12,24,24,178,204,382,568
0131-002,2013,12,25,1,148,167,315,382
0131-002,2013,12,25,2,105,112,217,315
0131-002,2013,12,25,3,93,89,182,217
0131-002,2013,12,25,4,92,81,173,182
0131-002,2013,12,25,5,99,95,194,173
0131-002,2013,12,25,6,130,103,233,194
0131-002,2013,12,25,7,285,170,455,233
0131-002,2013,12,25,8,429,278,707,455
0131-002,2013,12,25,9,441,364,805,707
0131-002,2013,12,25,10,441,416,857,805
0131-002,2013,12,25,11,567,482,1049,857
0131-002,2013,12,25,12,525,496,1021,1049
0131-002,2013,12,25,13,533,480,1013,1021
0131-002,2013,12,25,14,589,577,1166,1013
0131-002,2013,12,25,15,600,558,1158,1166
0131-002,2013,12,25,16,612,577,1189,1158
0131-002,2013,12,25,17,639,571,1210,1189
0131-002,2013,12,25,18,624,638,1262,1210
0131-002,2013,12,25,19,493,542,1035,1262
0131-002,2013,12,25,20,402,370,772,1035
0131-002,2013,12,25,21,384,337,721,772
