ID,Year,M,D,H,1,2,sum,sump
0131-002,2011,6,16,23,167,186,353,459
0131-002,2011,6,16,24,93,97,190,353
0131-002,2011,6,17,1,58,57,115,190
0131-002,2011,6,17,2,28,37,65,115
0131-002,2011,6,17,3,22,26,48,65
0131-002,2011,6,17,4,16,27,43,48
0131-002,2011,6,17,5,22,38,60,43
0131-002,2011,6,17,6,93,84,177,60
0131-002,2011,6,17,7,222,145,367,177
0131-002,2011,6,17,8,583,447,1030,367
0131-002,2011,6,17,9,463,510,973,1030
0131-002,2011,6,17,10,358,376,734,973
0131-002,2011,6,17,11,383,352,735,734
0131-002,2011,6,17,12,323,378,701,735
0131-002,2011,6,17,13,288,311,599,701
0131-002,2011,6,17,14,317,339,656,599
0131-002,2011,6,17,15,402,419,821,656
0131-002,2011,6,17,16,405,411,816,821
0131-002,2011,6,17,17,433,443,876,816
0131-002,2011,6,17,18,403,502,905,876
0131-002,2011,6,17,19,469,476,945,905
0131-002,2011,6,17,20,418,390,808,945
0131-002,2011,6,17,21,290,322,612,808
0131-002,2011,6,17,22,202,252,454,612
0131-002,2011,6,17,23,156,164,320,454
0131-002,2011,6,17,24,116,108,224,320
0131-002,2011,6,18,1,62,76,138,224
0131-002,2011,6,18,2,51,59,110,138
0131-002,2011,6,18,3,28,35,63,110
0131-002,2011,6,18,4,25,38,63,63
0131-002,2011,6,18,5,20,42,62,63
0131-002,2011,6,18,6,72,84,156,62
0131-002,2011,6,18,7,199,110,309,156
0131-002,2011,6,18,8,388,276,664,309
0131-002,2011,6,18,9,409,366,775,664
0131-002,2011,6,18,10,379,374,753,775
0131-002,2011,6,18,11,343,409,752,753
0131-002,2011,6,18,12,320,437,757,752
0131-002,2011,6,18,13,291,483,774,757
0131-002,2011,6,18,14,340,473,813,774
0131-002,2011,6,18,15,338,488,826,813
0131-002,2011,6,18,16,379,572,951,826
0131-002,2011,6,18,17,400,563,963,951
0131-002,2011,6,18,18,406,534,940,963
0131-002,2011,6,18,19,388,434,822,940
0131-002,2011,6,18,20,277,335,612,822
0131-002,2011,6,18,21,234,220,454,612
0131-002,2011,6,18,22,199,189,388,454
0131-002,2011,6,18,23,156,148,304,388
0131-002,2011,6,18,24,88,107,195,304
0131-002,2011,6,19,1,53,62,115,195
0131-002,2011,6,19,2,38,48,86,115
0131-002,2011,6,19,3,37,34,71,86
0131-002,2011,6,19,4,35,24,59,71
0131-002,2011,6,19,5,26,38,64,59
0131-002,2011,6,19,6,72,66,138,64
0131-002,2011,6,19,7,125,87,212,138
0131-002,2011,6,19,8,162,128,290,212
0131-002,2011,6,19,9,170,215,385,290
0131-002,2011,6,19,10,199,200,399,385
0131-002,2011,6,19,11,228,239,467,399
0131-002,2011,6,19,12,214,252,466,467
0131-002,2011,6,19,13,218,215,433,466
0131-002,2011,6,19,14,248,227,475,433
0131-002,2011,6,19,15,282,237,519,475
0131-002,2011,6,19,16,323,260,583,519
0131-002,2011,6,19,17,489,265,754,583
0131-002,2011,6,19,18,490,236,726,754
0131-002,2011,6,19,19,426,244,670,726
0131-002,2011,6,19,20,300,241,541,670
0131-002,2011,6,19,21,254,213,467,541
0131-002,2011,6,19,22,209,176,385,467
0131-002,2011,6,19,23,135,136,271,385
0131-002,2011,6,19,24,82,79,161,271
0131-002,2011,6,20,1,43,59,102,161
0131-002,2011,6,20,2,32,24,56,102
0131-002,2011,6,20,3,15,12,27,56
0131-002,2011,6,20,4,16,20,36,27
0131-002,2011,6,20,5,23,28,51,36
0131-002,2011,6,20,6,86,91,177,51
0131-002,2011,6,20,7,264,176,440,177
0131-002,2011,6,20,8,609,529,1138,440
0131-002,2011,6,20,9,493,527,1020,1138
0131-002,2011,6,20,10,391,411,802,1020
0131-002,2011,6,20,11,379,384,763,802
0131-002,2011,6,20,12,352,360,712,763
0131-002,2011,6,20,13,298,322,620,712
0131-002,2011,6,20,14,345,312,657,620
0131-002,2011,6,20,15,360,418,778,657
0131-002,2011,6,20,16,401,402,803,778
0131-002,2011,6,20,17,394,359,753,803
0131-002,2011,6,20,18,398,426,824,753
0131-002,2011,6,20,19,422,449,871,824
0131-002,2011,6,20,20,290,343,633,871
0131-002,2011,6,20,21,270,319,589,633
0131-002,2011,6,20,22,229,223,452,589
0131-002,2011,6,20,23,144,163,307,452
0131-002,2011,6,20,24,78,73,151,307
0131-002,2011,6,21,1,38,63,101,151
0131-002,2011,6,21,2,22,25,47,101
0131-002,2011,6,21,3,19,19,38,47
0131-002,2011,6,21,4,10,30,40,38
0131-002,2011,6,21,5,25,39,64,40
0131-002,2011,6,21,6,99,74,173,64
0131-002,2011,6,21,7,245,181,426,173
0131-002,2011,6,21,8,551,471,1022,426
0131-002,2011,6,21,9,472,479,951,1022
0131-002,2011,6,21,10,359,396,755,951
0131-002,2011,6,21,11,383,372,755,755
0131-002,2011,6,21,12,324,355,679,755
0131-002,2011,6,21,13,241,278,519,679
0131-002,2011,6,21,14,318,302,620,519
0131-002,2011,6,21,15,346,359,705,620
0131-002,2011,6,21,16,388,388,776,705
0131-002,2011,6,21,17,404,371,775,776
0131-002,2011,6,21,18,385,427,812,775
0131-002,2011,6,21,19,434,465,899,812
0131-002,2011,6,21,20,318,379,697,899
0131-002,2011,6,21,21,291,333,624,697
0131-002,2011,6,21,22,221,245,466,624
0131-002,2011,6,21,23,158,164,322,466
0131-002,2011,6,21,24,86,102,188,322
0131-002,2011,6,22,1,58,50,108,188
0131-002,2011,6,22,2,28,33,61,108
0131-002,2011,6,22,3,36,34,70,61
0131-002,2011,6,22,4,18,28,46,70
0131-002,2011,6,22,5,35,35,70,46
0131-002,2011,6,22,6,72,49,121,70
0131-002,2011,6,22,7,249,132,381,121
0131-002,2011,6,22,8,543,439,982,381
0131-002,2011,6,22,9,492,473,965,982
0131-002,2011,6,22,10,369,389,758,965
0131-002,2011,6,22,11,380,319,699,758
0131-002,2011,6,22,12,322,293,615,699
0131-002,2011,6,22,13,249,286,535,615
0131-002,2011,6,22,14,354,328,682,535
0131-002,2011,6,22,15,339,325,664,682
0131-002,2011,6,22,16,359,361,720,664
0131-002,2011,6,22,17,358,376,734,720
0131-002,2011,6,22,18,402,443,845,734
0131-002,2011,6,22,19,428,488,916,845
0131-002,2011,6,22,20,299,316,615,916
0131-002,2011,6,22,21,206,300,506,615
0131-002,2011,6,22,22,172,202,374,506
0131-002,2011,6,22,23,134,115,249,374
0131-002,2011,6,22,24,89,105,194,249
0131-002,2011,6,23,1,57,49,106,194
0131-002,2011,6,23,2,31,35,66,106
0131-002,2011,6,23,3,24,22,46,66
0131-002,2011,6,23,4,18,23,41,46
0131-002,2011,6,23,5,23,39,62,41
0131-002,2011,6,23,6,77,67,144,62
0131-002,2011,6,23,7,202,126,328,144
0131-002,2011,6,23,8,526,441,967,328
0131-002,2011,6,23,9,464,501,965,967
0131-002,2011,6,23,10,370,366,736,965
0131-002,2011,6,23,11,337,312,649,736
0131-002,2011,6,23,12,258,294,552,649
0131-002,2011,6,23,13,254,270,524,552
0131-002,2011,6,23,14,290,311,601,524
0131-002,2011,6,23,15,358,348,706,601
0131-002,2011,6,23,16,334,341,675,706
0131-002,2011,6,23,17,320,322,642,675
0131-002,2011,6,23,18,359,436,795,642
0131-002,2011,6,23,19,369,434,803,795
0131-002,2011,6,23,20,291,300,591,803
0131-002,2011,6,23,21,226,276,502,591
0131-002,2011,6,23,22,190,210,400,502
0131-002,2011,6,23,23,142,129,271,400
0131-002,2011,6,23,24,69,95,164,271
0131-002,2011,6,24,1,73,50,123,164
0131-002,2011,6,24,2,37,37,74,123
0131-002,2011,6,24,3,30,22,52,74
0131-002,2011,6,24,4,14,20,34,52
0131-002,2011,6,24,5,18,25,43,34
0131-002,2011,6,24,6,51,48,99,43
0131-002,2011,6,24,7,165,97,262,99
0131-002,2011,6,24,8,520,428,948,262
0131-002,2011,6,24,9,482,471,953,948
0131-002,2011,6,24,10,350,350,700,953
0131-002,2011,6,24,11,328,351,679,700
0131-002,2011,6,24,12,348,342,690,679
0131-002,2011,6,24,13,238,278,516,690
0131-002,2011,6,24,14,309,311,620,516
0131-002,2011,6,24,15,356,396,752,620
0131-002,2011,6,24,16,357,324,681,752
0131-002,2011,6,24,17,397,369,766,681
0131-002,2011,6,24,18,465,451,916,766
0131-002,2011,6,24,19,527,525,1052,916
0131-002,2011,6,24,20,451,407,858,1052
0131-002,2011,6,24,21,256,329,585,858
0131-002,2011,6,24,22,207,218,425,585
0131-002,2011,6,24,23,150,152,302,425
0131-002,2011,6,24,24,89,108,197,302
0131-002,2011,6,25,1,57,76,133,197
0131-002,2011,6,25,2,48,58,106,133
0131-002,2011,6,25,3,39,30,69,106
0131-002,2011,6,25,4,28,28,56,69
0131-002,2011,6,25,5,21,38,59,56
0131-002,2011,6,25,6,47,46,93,59
0131-002,2011,6,25,7,117,106,223,93
0131-002,2011,6,25,8,291,235,526,223
0131-002,2011,6,25,9,311,290,601,526
0131-002,2011,6,25,10,297,344,641,601
0131-002,2011,6,25,11,330,341,671,641
0131-002,2011,6,25,12,312,326,638,671
0131-002,2011,6,25,13,281,377,658,638
0131-002,2011,6,25,14,274,337,611,658
0131-002,2011,6,25,15,309,359,668,611
0131-002,2011,6,25,16,356,358,714,668
0131-002,2011,6,25,17,439,412,851,714
0131-002,2011,6,25,18,495,509,1004,851
0131-002,2011,6,25,19,394,406,800,1004
0131-002,2011,6,25,20,223,270,493,800
0131-002,2011,6,25,21,207,202,409,493
0131-002,2011,6,25,22,177,154,331,409
0131-002,2011,6,25,23,100,133,233,331
0131-002,2011,6,25,24,64,62,126,233
0131-002,2011,6,26,1,59,54,113,126
0131-002,2011,6,26,2,34,42,76,113
0131-002,2011,6,26,3,16,22,38,76
0131-002,2011,6,26,4,17,16,33,38
0131-002,2011,6,26,5,23,21,44,33
0131-002,2011,6,26,6,29,30,59,44
0131-002,2011,6,26,7,58,35,93,59
0131-002,2011,6,26,8,110,107,217,93
0131-002,2011,6,26,9,128,140,268,217
0131-002,2011,6,26,10,169,148,317,268
0131-002,2011,6,26,11,191,193,384,317
0131-002,2011,6,26,12,161,187,348,384
0131-002,2011,6,26,13,175,223,398,348
0131-002,2011,6,26,14,221,218,439,398
0131-002,2011,6,26,15,243,242,485,439
0131-002,2011,6,26,16,266,236,502,485
0131-002,2011,6,26,17,301,245,546,502
0131-002,2011,6,26,18,261,227,488,546
0131-002,2011,6,26,19,261,199,460,488
0131-002,2011,6,26,20,210,178,388,460
0131-002,2011,6,26,21,199,159,358,388
0131-002,2011,6,26,22,157,128,285,358
0131-002,2011,6,26,23,100,96,196,285
0131-002,2011,6,26,24,73,60,133,196
0131-002,2011,6,27,1,40,46,86,133
0131-002,2011,6,27,2,20,24,44,86
0131-002,2011,6,27,3,17,19,36,44
0131-002,2011,6,27,4,12,20,32,36
0131-002,2011,6,27,5,19,21,40,32
0131-002,2011,6,27,6,52,67,119,40
0131-002,2011,6,27,7,226,148,374,119
0131-002,2011,6,27,8,582,490,1072,374
0131-002,2011,6,27,9,474,517,991,1072
0131-002,2011,6,27,10,319,322,641,991
0131-002,2011,6,27,11,311,347,658,641
0131-002,2011,6,27,12,326,341,667,658
0131-002,2011,6,27,13,258,241,499,667
0131-002,2011,6,27,14,319,339,658,499
0131-002,2011,6,27,15,320,376,696,658
0131-002,2011,6,27,16,346,368,714,696
0131-002,2011,6,27,17,351,353,704,714
0131-002,2011,6,27,18,367,428,795,704
0131-002,2011,6,27,19,391,463,854,795
0131-002,2011,6,27,20,287,323,610,854
0131-002,2011,6,27,21,244,287,531,610
0131-002,2011,6,27,22,198,227,425,531
0131-002,2011,6,27,23,119,139,258,425
0131-002,2011,6,27,24,95,108,203,258
0131-002,2011,6,28,1,52,42,94,203
0131-002,2011,6,28,2,29,45,74,94
0131-002,2011,6,28,3,11,26,37,74
0131-002,2011,6,28,4,20,19,39,37
0131-002,2011,6,28,5,28,47,75,39
0131-002,2011,6,28,6,67,77,144,75
0131-002,2011,6,28,7,240,158,398,144
0131-002,2011,6,28,8,586,472,1058,398
0131-002,2011,6,28,9,462,496,958,1058
0131-002,2011,6,28,10,368,339,707,958
0131-002,2011,6,28,11,343,329,672,707
0131-002,2011,6,28,12,319,345,664,672
0131-002,2011,6,28,13,292,303,595,664
0131-002,2011,6,28,14,330,326,656,595
0131-002,2011,6,28,15,387,368,755,656
0131-002,2011,6,28,16,408,376,784,755
0131-002,2011,6,28,17,390,413,803,784
0131-002,2011,6,28,18,416,429,845,803
0131-002,2011,6,28,19,406,462,868,845
0131-002,2011,6,28,20,342,374,716,868
0131-002,2011,6,28,21,272,333,605,716
0131-002,2011,6,28,22,230,248,478,605
0131-002,2011,6,28,23,141,160,301,478
0131-002,2011,6,28,24,82,99,181,301
0131-002,2011,6,29,1,63,57,120,181
0131-002,2011,6,29,2,32,42,74,120
0131-002,2011,6,29,3,16,21,37,74
0131-002,2011,6,29,4,12,21,33,37
0131-002,2011,6,29,5,21,31,52,33
0131-002,2011,6,29,6,60,56,116,52
0131-002,2011,6,29,7,210,116,326,116
0131-002,2011,6,29,8,552,455,1007,326
0131-002,2011,6,29,9,465,507,972,1007
0131-002,2011,6,29,10,347,372,719,972
0131-002,2011,6,29,11,382,341,723,719
0131-002,2011,6,29,12,313,298,611,723
0131-002,2011,6,29,13,280,306,586,611
0131-002,2011,6,29,14,286,294,580,586
0131-002,2011,6,29,15,340,371,711,580
0131-002,2011,6,29,16,343,371,714,711
0131-002,2011,6,29,17,374,334,708,714
0131-002,2011,6,29,18,348,392,740,708
0131-002,2011,6,29,19,373,425,798,740
0131-002,2011,6,29,20,255,303,558,798
0131-002,2011,6,29,21,209,227,436,558
0131-002,2011,6,29,22,182,208,390,436
0131-002,2011,6,29,23,138,152,290,390
0131-002,2011,6,29,24,81,74,155,290
0131-002,2011,6,30,1,50,51,101,155
0131-002,2011,6,30,2,23,29,52,101
0131-002,2011,6,30,3,28,26,54,52
0131-002,2011,6,30,4,8,21,29,54
0131-002,2011,6,30,5,26,21,47,29
0131-002,2011,6,30,6,48,48,96,47
0131-002,2011,6,30,7,184,95,279,96
0131-002,2011,6,30,8,544,440,984,279
0131-002,2011,6,30,9,454,450,904,984
0131-002,2011,6,30,10,346,336,682,904
0131-002,2011,6,30,11,310,303,613,682
0131-002,2011,6,30,12,299,377,676,613
0131-002,2011,6,30,13,274,318,592,676
0131-002,2011,6,30,14,299,309,608,592
0131-002,2011,6,30,15,361,368,729,608
0131-002,2011,6,30,16,371,338,709,729
0131-002,2011,6,30,17,361,351,712,709
0131-002,2011,6,30,18,371,405,776,712
0131-002,2011,6,30,19,421,425,846,776
0131-002,2011,6,30,20,340,367,707,846
0131-002,2011,6,30,21,250,265,515,707
0131-002,2011,6,30,22,210,237,447,515
0131-002,2011,6,30,23,167,168,335,447
0131-002,2011,6,30,24,101,87,188,335
0131-002,2011,7,1,1,61,70,131,188
0131-002,2011,7,1,2,37,38,75,131
0131-002,2011,7,1,3,28,26,54,75
0131-002,2011,7,1,4,29,34,63,54
0131-002,2011,7,1,5,35,42,77,63
0131-002,2011,7,1,6,76,88,164,77
0131-002,2011,7,1,7,228,150,378,164
0131-002,2011,7,1,8,595,448,1043,378
0131-002,2011,7,1,9,479,457,936,1043
0131-002,2011,7,1,10,345,380,725,936
0131-002,2011,7,1,11,342,379,721,725
0131-002,2011,7,1,12,340,370,710,721
0131-002,2011,7,1,13,281,289,570,710
0131-002,2011,7,1,14,349,329,678,570
0131-002,2011,7,1,15,370,388,758,678
0131-002,2011,7,1,16,385,376,761,758
0131-002,2011,7,1,17,420,371,791,761
0131-002,2011,7,1,18,396,411,807,791
0131-002,2011,7,1,19,469,494,963,807
0131-002,2011,7,1,20,358,413,771,963
0131-002,2011,7,1,21,290,326,616,771
0131-002,2011,7,1,22,213,234,447,616
0131-002,2011,7,1,23,173,153,326,447
0131-002,2011,7,1,24,109,103,212,326
0131-002,2011,7,2,1,66,82,148,212
0131-002,2011,7,2,2,52,52,104,148
0131-002,2011,7,2,3,37,38,75,104
0131-002,2011,7,2,4,26,33,59,75
0131-002,2011,7,2,5,29,26,55,59
0131-002,2011,7,2,6,81,72,153,55
0131-002,2011,7,2,7,167,122,289,153
0131-002,2011,7,2,8,375,230,605,289
0131-002,2011,7,2,9,362,354,716,605
0131-002,2011,7,2,10,361,334,695,716
0131-002,2011,7,2,11,332,354,686,695
0131-002,2011,7,2,12,311,372,683,686
0131-002,2011,7,2,13,292,331,623,683
0131-002,2011,7,2,14,301,373,674,623
0131-002,2011,7,2,15,340,375,715,674
0131-002,2011,7,2,16,332,431,763,715
0131-002,2011,7,2,17,368,518,886,763
0131-002,2011,7,2,18,428,554,982,886
0131-002,2011,7,2,19,378,511,889,982
0131-002,2011,7,2,20,282,307,589,889
0131-002,2011,7,2,21,241,232,473,589
0131-002,2011,7,2,22,188,192,380,473
0131-002,2011,7,2,23,123,144,267,380
0131-002,2011,7,2,24,104,97,201,267
0131-002,2011,7,3,1,66,51,117,201
0131-002,2011,7,3,2,42,47,89,117
0131-002,2011,7,3,3,21,30,51,89
0131-002,2011,7,3,4,18,16,34,51
0131-002,2011,7,3,5,21,20,41,34
0131-002,2011,7,3,6,37,40,77,41
0131-002,2011,7,3,7,57,47,104,77
0131-002,2011,7,3,8,107,91,198,104
0131-002,2011,7,3,9,138,155,293,198
0131-002,2011,7,3,10,136,187,323,293
0131-002,2011,7,3,11,174,199,373,323
0131-002,2011,7,3,12,141,158,299,373
0131-002,2011,7,3,13,174,186,360,299
0131-002,2011,7,3,14,210,189,399,360
0131-002,2011,7,3,15,243,223,466,399
0131-002,2011,7,3,16,372,205,577,466
0131-002,2011,7,3,17,454,258,712,577
0131-002,2011,7,3,18,502,240,742,712
0131-002,2011,7,3,19,488,177,665,742
0131-002,2011,7,3,20,225,148,373,665
0131-002,2011,7,3,21,198,170,368,373
0131-002,2011,7,3,22,143,121,264,368
0131-002,2011,7,3,23,84,95,179,264
0131-002,2011,7,3,24,76,64,140,179
0131-002,2011,7,4,1,42,42,84,140
0131-002,2011,7,4,2,22,31,53,84
0131-002,2011,7,4,3,11,18,29,53
0131-002,2011,7,4,4,12,19,31,29
0131-002,2011,7,4,5,26,28,54,31
0131-002,2011,7,4,6,62,52,114,54
0131-002,2011,7,4,7,227,149,376,114
0131-002,2011,7,4,8,623,486,1109,376
0131-002,2011,7,4,9,471,514,985,1109
0131-002,2011,7,4,10,320,356,676,985
0131-002,2011,7,4,11,368,373,741,676
0131-002,2011,7,4,12,308,314,622,741
0131-002,2011,7,4,13,241,296,537,622
0131-002,2011,7,4,14,311,299,610,537
0131-002,2011,7,4,15,338,344,682,610
0131-002,2011,7,4,16,374,386,760,682
0131-002,2011,7,4,17,325,366,691,760
0131-002,2011,7,4,18,383,386,769,691
0131-002,2011,7,4,19,399,445,844,769
0131-002,2011,7,4,20,330,338,668,844
0131-002,2011,7,4,21,282,328,610,668
0131-002,2011,7,4,22,243,254,497,610
0131-002,2011,7,4,23,148,149,297,497
0131-002,2011,7,4,24,93,86,179,297
0131-002,2011,7,5,1,56,54,110,179
0131-002,2011,7,5,2,24,26,50,110
0131-002,2011,7,5,3,28,19,47,50
0131-002,2011,7,5,4,16,25,41,47
0131-002,2011,7,5,5,25,43,68,41
0131-002,2011,7,5,6,82,72,154,68
0131-002,2011,7,5,7,250,169,419,154
0131-002,2011,7,5,8,559,485,1044,419
0131-002,2011,7,5,9,456,458,914,1044
0131-002,2011,7,5,10,356,350,706,914
0131-002,2011,7,5,11,348,299,647,706
0131-002,2011,7,5,12,335,327,662,647
0131-002,2011,7,5,13,261,302,563,662
0131-002,2011,7,5,14,351,321,672,563
0131-002,2011,7,5,15,379,367,746,672
0131-002,2011,7,5,16,363,354,717,746
0131-002,2011,7,5,17,352,365,717,717
0131-002,2011,7,5,18,398,426,824,717
0131-002,2011,7,5,19,417,456,873,824
0131-002,2011,7,5,20,330,378,708,873
0131-002,2011,7,5,21,274,327,601,708
0131-002,2011,7,5,22,217,248,465,601
0131-002,2011,7,5,23,175,142,317,465
0131-002,2011,7,5,24,82,101,183,317
0131-002,2011,7,6,1,64,54,118,183
0131-002,2011,7,6,2,39,36,75,118
0131-002,2011,7,6,3,22,23,45,75
0131-002,2011,7,6,4,20,24,44,45
0131-002,2011,7,6,5,34,46,80,44
0131-002,2011,7,6,6,84,75,159,80
0131-002,2011,7,6,7,238,147,385,159
0131-002,2011,7,6,8,617,470,1087,385
0131-002,2011,7,6,9,484,476,960,1087
0131-002,2011,7,6,10,364,361,725,960
0131-002,2011,7,6,11,355,330,685,725
0131-002,2011,7,6,12,310,337,647,685
0131-002,2011,7,6,13,269,273,542,647
0131-002,2011,7,6,14,358,322,680,542
0131-002,2011,7,6,15,383,365,748,680
0131-002,2011,7,6,16,430,362,792,748
0131-002,2011,7,6,17,395,403,798,792
0131-002,2011,7,6,18,393,445,838,798
0131-002,2011,7,6,19,432,516,948,838
0131-002,2011,7,6,20,315,380,695,948
0131-002,2011,7,6,21,269,306,575,695
0131-002,2011,7,6,22,229,216,445,575
0131-002,2011,7,6,23,160,136,296,445
0131-002,2011,7,6,24,94,93,187,296
0131-002,2011,7,7,1,64,61,125,187
0131-002,2011,7,7,2,29,46,75,125
0131-002,2011,7,7,3,23,22,45,75
0131-002,2011,7,7,4,17,20,37,45
0131-002,2011,7,7,5,26,31,57,37
0131-002,2011,7,7,6,51,55,106,57
0131-002,2011,7,7,7,173,123,296,106
0131-002,2011,7,7,8,570,441,1011,296
0131-002,2011,7,7,9,471,511,982,1011
0131-002,2011,7,7,10,354,352,706,982
0131-002,2011,7,7,11,360,333,693,706
0131-002,2011,7,7,12,314,344,658,693
0131-002,2011,7,7,13,264,304,568,658
0131-002,2011,7,7,14,250,326,576,568
0131-002,2011,7,7,15,361,360,721,576
0131-002,2011,7,7,16,348,313,661,721
0131-002,2011,7,7,17,361,336,697,661
0131-002,2011,7,7,18,353,416,769,697
0131-002,2011,7,7,19,384,393,777,769
0131-002,2011,7,7,20,254,327,581,777
0131-002,2011,7,7,21,228,293,521,581
0131-002,2011,7,7,22,207,230,437,521
0131-002,2011,7,7,23,136,114,250,437
0131-002,2011,7,7,24,94,101,195,250
0131-002,2011,7,8,1,56,52,108,195
0131-002,2011,7,8,2,29,42,71,108
0131-002,2011,7,8,3,15,15,30,71
0131-002,2011,7,8,4,14,27,41,30
0131-002,2011,7,8,5,18,31,49,41
0131-002,2011,7,8,6,53,52,105,49
0131-002,2011,7,8,7,202,109,311,105
0131-002,2011,7,8,8,560,436,996,311
0131-002,2011,7,8,9,481,504,985,996
0131-002,2011,7,8,10,332,343,675,985
0131-002,2011,7,8,11,348,349,697,675
0131-002,2011,7,8,12,306,313,619,697
0131-002,2011,7,8,13,290,270,560,619
0131-002,2011,7,8,14,334,319,653,560
0131-002,2011,7,8,15,348,325,673,653
0131-002,2011,7,8,16,390,353,743,673
0131-002,2011,7,8,17,365,336,701,743
0131-002,2011,7,8,18,392,433,825,701
0131-002,2011,7,8,19,497,479,976,825
0131-002,2011,7,8,20,364,396,760,976
0131-002,2011,7,8,21,258,322,580,760
0131-002,2011,7,8,22,207,242,449,580
0131-002,2011,7,8,23,154,169,323,449
0131-002,2011,7,8,24,105,96,201,323
0131-002,2011,7,9,1,69,49,118,201
0131-002,2011,7,9,2,46,44,90,118
0131-002,2011,7,9,3,27,36,63,90
0131-002,2011,7,9,4,31,25,56,63
0131-002,2011,7,9,5,22,29,51,56
0131-002,2011,7,9,6,55,51,106,51
0131-002,2011,7,9,7,107,84,191,106
0131-002,2011,7,9,8,294,216,510,191
0131-002,2011,7,9,9,309,300,609,510
0131-002,2011,7,9,10,285,310,595,609
0131-002,2011,7,9,11,298,375,673,595
0131-002,2011,7,9,12,333,397,730,673
0131-002,2011,7,9,13,276,446,722,730
0131-002,2011,7,9,14,315,418,733,722
0131-002,2011,7,9,15,318,432,750,733
0131-002,2011,7,9,16,341,418,759,750
0131-002,2011,7,9,17,354,420,774,759
0131-002,2011,7,9,18,407,428,835,774
0131-002,2011,7,9,19,390,434,824,835
0131-002,2011,7,9,20,253,274,527,824
0131-002,2011,7,9,21,206,229,435,527
0131-002,2011,7,9,22,188,180,368,435
0131-002,2011,7,9,23,136,126,262,368
0131-002,2011,7,9,24,96,90,186,262
0131-002,2011,7,10,1,61,86,147,186
0131-002,2011,7,10,2,38,48,86,147
0131-002,2011,7,10,3,29,27,56,86
0131-002,2011,7,10,4,16,24,40,56
0131-002,2011,7,10,5,20,22,42,40
0131-002,2011,7,10,6,45,54,99,42
0131-002,2011,7,10,7,58,68,126,99
0131-002,2011,7,10,8,92,104,196,126
0131-002,2011,7,10,9,143,132,275,196
0131-002,2011,7,10,10,156,163,319,275
0131-002,2011,7,10,11,215,190,405,319
0131-002,2011,7,10,12,200,219,419,405
0131-002,2011,7,10,13,190,196,386,419
0131-002,2011,7,10,14,232,230,462,386
0131-002,2011,7,10,15,270,229,499,462
0131-002,2011,7,10,16,380,230,610,499
0131-002,2011,7,10,17,376,232,608,610
0131-002,2011,7,10,18,450,242,692,608
0131-002,2011,7,10,19,411,216,627,692
0131-002,2011,7,10,20,386,156,542,627
0131-002,2011,7,10,21,304,155,459,542
0131-002,2011,7,10,22,178,153,331,459
0131-002,2011,7,10,23,81,108,189,331
0131-002,2011,7,10,24,71,71,142,189
0131-002,2011,7,11,1,54,37,91,142
0131-002,2011,7,11,2,25,19,44,91
0131-002,2011,7,11,3,23,23,46,44
0131-002,2011,7,11,4,8,18,26,46
0131-002,2011,7,11,5,18,20,38,26
0131-002,2011,7,11,6,52,55,107,38
0131-002,2011,7,11,7,216,137,353,107
0131-002,2011,7,11,8,595,477,1072,353
0131-002,2011,7,11,9,473,522,995,1072
0131-002,2011,7,11,10,294,304,598,995
0131-002,2011,7,11,11,306,318,624,598
0131-002,2011,7,11,12,335,313,648,624
0131-002,2011,7,11,13,243,296,539,648
0131-002,2011,7,11,14,280,299,579,539
0131-002,2011,7,11,15,355,332,687,579
0131-002,2011,7,11,16,335,316,651,687
0131-002,2011,7,11,17,287,320,607,651
0131-002,2011,7,11,18,339,394,733,607
0131-002,2011,7,11,19,375,386,761,733
0131-002,2011,7,11,20,280,326,606,761
0131-002,2011,7,11,21,227,272,499,606
0131-002,2011,7,11,22,189,226,415,499
0131-002,2011,7,11,23,144,129,273,415
0131-002,2011,7,11,24,65,69,134,273
0131-002,2011,7,12,1,54,41,95,134
0131-002,2011,7,12,2,23,39,62,95
0131-002,2011,7,12,3,20,22,42,62
0131-002,2011,7,12,4,15,25,40,42
0131-002,2011,7,12,5,13,26,39,40
0131-002,2011,7,12,6,55,46,101,39
0131-002,2011,7,12,7,164,114,278,101
0131-002,2011,7,12,8,545,410,955,278
0131-002,2011,7,12,9,446,498,944,955
0131-002,2011,7,12,10,337,330,667,944
0131-002,2011,7,12,11,310,279,589,667
0131-002,2011,7,12,12,300,304,604,589
0131-002,2011,7,12,13,231,292,523,604
0131-002,2011,7,12,14,300,329,629,523
0131-002,2011,7,12,15,311,361,672,629
0131-002,2011,7,12,16,337,339,676,672
0131-002,2011,7,12,17,304,350,654,676
0131-002,2011,7,12,18,346,415,761,654
0131-002,2011,7,12,19,393,426,819,761
0131-002,2011,7,12,20,287,340,627,819
0131-002,2011,7,12,21,244,303,547,627
0131-002,2011,7,12,22,212,238,450,547
0131-002,2011,7,12,23,142,161,303,450
0131-002,2011,7,12,24,75,73,148,303
0131-002,2011,7,13,1,53,46,99,148
0131-002,2011,7,13,2,45,38,83,99
0131-002,2011,7,13,3,24,28,52,83
0131-002,2011,7,13,4,17,23,40,52
0131-002,2011,7,13,5,16,34,50,40
0131-002,2011,7,13,6,50,54,104,50
0131-002,2011,7,13,7,180,126,306,104
0131-002,2011,7,13,8,551,430,981,306
