ID,Year,M,D,H,1,2
0130-001,2017,07,10,15,1566,1562
0130-001,2017,07,10,16,1524,1721
0130-001,2017,07,10,17,1473,1779
0130-001,2017,07,10,18,1586,2110
0130-001,2017,07,10,19,1549,2273
0130-001,2017,07,10,20,1214,1692
0130-001,2017,07,10,21,1091,1624
0130-001,2017,07,10,22,980,1254
0130-001,2017,07,10,23,705,676
0130-001,2017,07,10,24,475,439
0130-001,2017,07,11,01,321,330
0130-001,2017,07,11,02,211,190
0130-001,2017,07,11,03,156,176
0130-001,2017,07,11,04,133,196
0130-001,2017,07,11,05,181,215
0130-001,2017,07,11,06,610,435
0130-001,2017,07,11,07,1610,863
0130-001,2017,07,11,08,1624,1584
0130-001,2017,07,11,09,1606,1910
0130-001,2017,07,11,10,1517,1575
0130-001,2017,07,11,11,1580,1622
0130-001,2017,07,11,12,1488,1514
0130-001,2017,07,11,13,1403,1433
0130-001,2017,07,11,14,1606,1712
0130-001,2017,07,11,15,1588,1583
0130-001,2017,07,11,16,1599,1692
0130-001,2017,07,11,17,1503,1889
0130-001,2017,07,11,18,1678,2192
0130-001,2017,07,11,19,1574,2333
0130-001,2017,07,11,20,1366,1831
0130-001,2017,07,11,21,1199,1692
0130-001,2017,07,11,22,1106,1324
0130-001,2017,07,11,23,807,809
0130-001,2017,07,11,24,528,522
0130-001,2017,07,12,01,361,324
0130-001,2017,07,12,02,208,230
0130-001,2017,07,12,03,155,190
0130-001,2017,07,12,04,148,209
0130-001,2017,07,12,05,236,243
0130-001,2017,07,12,06,673,494
0130-001,2017,07,12,07,1623,928
0130-001,2017,07,12,08,1529,1610
0130-001,2017,07,12,09,1589,1896
0130-001,2017,07,12,10,1557,1573
0130-001,2017,07,12,11,1521,1548
0130-001,2017,07,12,12,1539,1598
0130-001,2017,07,12,13,1338,1360
0130-001,2017,07,12,14,1483,1593
0130-001,2017,07,12,15,1578,1588
0130-001,2017,07,12,16,1675,1783
0130-001,2017,07,12,17,1611,1871
0130-001,2017,07,12,18,1700,2376
0130-001,2017,07,12,19,1617,2475
0130-001,2017,07,12,20,1351,1977
0130-001,2017,07,12,21,1166,1662
0130-001,2017,07,12,22,1188,1277
0130-001,2017,07,12,23,886,867
0130-001,2017,07,12,24,564,525
0130-001,2017,07,13,01,388,363
0130-001,2017,07,13,02,233,252
0130-001,2017,07,13,03,189,200
0130-001,2017,07,13,04,157,237
0130-001,2017,07,13,05,231,268
0130-001,2017,07,13,06,703,452
0130-001,2017,07,13,07,1681,917
0130-001,2017,07,13,08,1568,1619
0130-001,2017,07,13,09,1621,1863
0130-001,2017,07,13,10,1556,1701
0130-001,2017,07,13,11,1563,1611
0130-001,2017,07,13,12,1426,1488
0130-001,2017,07,13,13,1383,1399
0130-001,2017,07,13,14,1556,1651
0130-001,2017,07,13,15,1596,1593
0130-001,2017,07,13,16,1560,1717
0130-001,2017,07,13,17,1509,1910
0130-001,2017,07,13,18,1649,2197
0130-001,2017,07,13,19,1651,2388
0130-001,2017,07,13,20,1324,1795
0130-001,2017,07,13,21,1139,1771
0130-001,2017,07,13,22,1165,1363
0130-001,2017,07,13,23,861,876
0130-001,2017,07,13,24,600,586
0130-001,2017,07,14,01,388,382
0130-001,2017,07,14,02,243,256
0130-001,2017,07,14,03,171,197
0130-001,2017,07,14,04,135,201
0130-001,2017,07,14,05,260,239
0130-001,2017,07,14,06,690,482
0130-001,2017,07,14,07,1666,930
0130-001,2017,07,14,08,1548,1621
0130-001,2017,07,14,09,1629,1931
0130-001,2017,07,14,10,1466,1584
0130-001,2017,07,14,11,1623,1561
0130-001,2017,07,14,12,1532,1632
0130-001,2017,07,14,13,1404,1466
0130-001,2017,07,14,14,1631,1725
0130-001,2017,07,14,15,1638,1590
0130-001,2017,07,14,16,1700,1778
0130-001,2017,07,14,17,1651,1911
0130-001,2017,07,14,18,1825,2403
0130-001,2017,07,14,19,1683,2497
0130-001,2017,07,14,20,1458,2048
0130-001,2017,07,14,21,1327,1777
0130-001,2017,07,14,22,1329,1332
0130-001,2017,07,14,23,933,920
0130-001,2017,07,14,24,653,642
0130-001,2017,07,15,01,484,404
0130-001,2017,07,15,02,349,325
0130-001,2017,07,15,03,264,255
0130-001,2017,07,15,04,195,244
0130-001,2017,07,15,05,244,258
0130-001,2017,07,15,06,532,408
0130-001,2017,07,15,07,1110,734
0130-001,2017,07,15,08,1365,1033
0130-001,2017,07,15,09,1365,1462
0130-001,2017,07,15,10,1374,1613
0130-001,2017,07,15,11,1500,1739
0130-001,2017,07,15,12,1484,1836
0130-001,2017,07,15,13,1528,1913
0130-001,2017,07,15,14,1523,1864
0130-001,2017,07,15,15,1528,1751
0130-001,2017,07,15,16,1510,1792
0130-001,2017,07,15,17,1521,1774
0130-001,2017,07,15,18,1652,1940
0130-001,2017,07,15,19,1492,1827
0130-001,2017,07,15,20,1249,1359
0130-001,2017,07,15,21,1101,1115
0130-001,2017,07,15,22,1184,883
0130-001,2017,07,15,23,745,642
0130-001,2017,07,15,24,528,497
0130-001,2017,07,16,01,424,387
0130-001,2017,07,16,02,322,281
0130-001,2017,07,16,03,267,225
0130-001,2017,07,16,04,177,148
0130-001,2017,07,16,05,213,173
0130-001,2017,07,16,06,284,215
0130-001,2017,07,16,07,478,423
0130-001,2017,07,16,08,624,536
0130-001,2017,07,16,09,720,834
0130-001,2017,07,16,10,779,918
0130-001,2017,07,16,11,993,1199
0130-001,2017,07,16,12,979,1291
0130-001,2017,07,16,13,1179,1371
0130-001,2017,07,16,14,1291,1482
0130-001,2017,07,16,15,1427,1477
0130-001,2017,07,16,16,1506,1508
0130-001,2017,07,16,17,1562,1446
0130-001,2017,07,16,18,1375,1471
0130-001,2017,07,16,19,1310,1330
0130-001,2017,07,16,20,1326,1166
0130-001,2017,07,16,21,1144,1018
0130-001,2017,07,16,22,979,778
0130-001,2017,07,16,23,727,592
0130-001,2017,07,16,24,436,381
0130-001,2017,07,17,01,283,220
0130-001,2017,07,17,02,158,167
0130-001,2017,07,17,03,152,113
0130-001,2017,07,17,04,123,164
0130-001,2017,07,17,05,233,227
0130-001,2017,07,17,06,690,504
0130-001,2017,07,17,07,1640,1007
0130-001,2017,07,17,08,1519,1575
0130-001,2017,07,17,09,1714,1899
0130-001,2017,07,17,10,1533,1540
0130-001,2017,07,17,11,1578,1560
0130-001,2017,07,17,12,1526,1579
0130-001,2017,07,17,13,1426,1395
0130-001,2017,07,17,14,1511,1605
0130-001,2017,07,17,15,1438,1577
0130-001,2017,07,17,16,1583,1656
0130-001,2017,07,17,17,1572,1861
0130-001,2017,07,17,18,1632,2213
0130-001,2017,07,17,19,1572,2328
0130-001,2017,07,17,20,1254,1735
0130-001,2017,07,17,21,1089,1612
0130-001,2017,07,17,22,1020,1293
0130-001,2017,07,17,23,748,757
0130-001,2017,07,17,24,490,438
0130-001,2017,07,18,01,351,300
0130-001,2017,07,18,02,220,221
0130-001,2017,07,18,03,165,194
0130-001,2017,07,18,04,138,195
0130-001,2017,07,18,05,214,242
0130-001,2017,07,18,06,617,477
0130-001,2017,07,18,07,1572,925
0130-001,2017,07,18,08,1411,1558
0130-001,2017,07,18,09,1629,1803
0130-001,2017,07,18,10,1538,1599
0130-001,2017,07,18,11,1582,1616
0130-001,2017,07,18,12,1112,1437
0130-001,2017,07,18,13,1411,1451
0130-001,2017,07,18,14,1463,1626
0130-001,2017,07,18,15,1458,1619
0130-001,2017,07,18,16,1490,1488
0130-001,2017,07,18,17,1446,1998
0130-001,2017,07,18,18,1715,2210
0130-001,2017,07,18,19,1628,2352
0130-001,2017,07,18,20,1285,1809
0130-001,2017,07,18,21,1165,1753
0130-001,2017,07,18,22,1105,1239
0130-001,2017,07,18,23,813,858
0130-001,2017,07,18,24,553,548
0130-001,2017,07,19,01,352,345
0130-001,2017,07,19,02,213,240
0130-001,2017,07,19,03,167,184
0130-001,2017,07,19,04,134,180
0130-001,2017,07,19,05,226,243
0130-001,2017,07,19,06,638,495
0130-001,2017,07,19,07,1631,929
0130-001,2017,07,19,08,1618,1601
0130-001,2017,07,19,09,1589,1924
0130-001,2017,07,19,10,1521,1595
0130-001,2017,07,19,11,1612,1584
0130-001,2017,07,19,12,1481,1544
0130-001,2017,07,19,13,1351,1440
0130-001,2017,07,19,14,1625,1549
0130-001,2017,07,19,15,1573,1654
0130-001,2017,07,19,16,1603,1804
0130-001,2017,07,19,17,1613,1836
0130-001,2017,07,19,18,1704,2367
0130-001,2017,07,19,19,1596,2484
0130-001,2017,07,19,20,1374,1871
0130-001,2017,07,19,21,1154,1639
0130-001,2017,07,19,22,1153,1255
0130-001,2017,07,19,23,888,858
0130-001,2017,07,19,24,605,535
0130-001,2017,07,20,01,400,373
0130-001,2017,07,20,02,258,244
0130-001,2017,07,20,03,191,184
0130-001,2017,07,20,04,154,202
0130-001,2017,07,20,05,237,234
0130-001,2017,07,20,06,663,484
0130-001,2017,07,20,07,1636,968
0130-001,2017,07,20,08,1608,1556
0130-001,2017,07,20,09,1628,1919
0130-001,2017,07,20,10,1600,1624
0130-001,2017,07,20,11,1585,1601
0130-001,2017,07,20,12,1496,1671
0130-001,2017,07,20,13,1380,1559
0130-001,2017,07,20,14,1658,1722
0130-001,2017,07,20,15,1581,1584
0130-001,2017,07,20,16,1547,1743
0130-001,2017,07,20,17,1529,1831
0130-001,2017,07,20,18,1707,2233
0130-001,2017,07,20,19,1583,2487
0130-001,2017,07,20,20,1289,1893
0130-001,2017,07,20,21,1335,1762
0130-001,2017,07,20,22,1097,1346
0130-001,2017,07,20,23,908,869
0130-001,2017,07,20,24,572,535
0130-001,2017,07,21,01,422,396
0130-001,2017,07,21,02,261,292
0130-001,2017,07,21,03,204,209
0130-001,2017,07,21,04,159,223
0130-001,2017,07,21,05,230,249
0130-001,2017,07,21,06,647,498
0130-001,2017,07,21,07,1588,969
0130-001,2017,07,21,08,1573,1553
0130-001,2017,07,21,09,1594,1943
0130-001,2017,07,21,10,1555,1614
0130-001,2017,07,21,11,1595,1665
0130-001,2017,07,21,12,1540,1723
0130-001,2017,07,21,13,1469,1593
0130-001,2017,07,21,14,1681,1743
0130-001,2017,07,21,15,1566,1747
0130-001,2017,07,21,16,1677,1852
0130-001,2017,07,21,17,1637,1925
0130-001,2017,07,21,18,1783,2374
0130-001,2017,07,21,19,1698,2532
0130-001,2017,07,21,20,1513,2174
0130-001,2017,07,21,21,1311,1790
0130-001,2017,07,21,22,1359,1386
0130-001,2017,07,21,23,989,930
0130-001,2017,07,21,24,656,579
0130-001,2017,07,22,01,462,413
0130-001,2017,07,22,02,332,321
0130-001,2017,07,22,03,262,235
0130-001,2017,07,22,04,213,276
0130-001,2017,07,22,05,273,284
0130-001,2017,07,22,06,624,461
0130-001,2017,07,22,07,1129,805
0130-001,2017,07,22,08,1321,1200
0130-001,2017,07,22,09,1457,1557
0130-001,2017,07,22,10,1394,1609
0130-001,2017,07,22,11,1492,1731
0130-001,2017,07,22,12,1450,1781
0130-001,2017,07,22,13,1475,1856
0130-001,2017,07,22,14,1534,1879
0130-001,2017,07,22,15,1594,1791
0130-001,2017,07,22,16,1553,1915
0130-001,2017,07,22,17,1573,1817
0130-001,2017,07,22,18,1617,2065
0130-001,2017,07,22,19,1637,1897
0130-001,2017,07,22,20,1286,1532
0130-001,2017,07,22,21,1271,1275
0130-001,2017,07,22,22,1234,974
0130-001,2017,07,22,23,788,750
0130-001,2017,07,22,24,614,516
0130-001,2017,07,23,01,407,374
0130-001,2017,07,23,02,310,267
0130-001,2017,07,23,03,229,202
0130-001,2017,07,23,04,204,177
0130-001,2017,07,23,05,232,188
0130-001,2017,07,23,06,431,316
0130-001,2017,07,23,07,628,466
0130-001,2017,07,23,08,670,675
0130-001,2017,07,23,09,787,975
0130-001,2017,07,23,10,867,1019
0130-001,2017,07,23,11,1121,1237
0130-001,2017,07,23,12,1053,1262
0130-001,2017,07,23,13,1157,1324
0130-001,2017,07,23,14,1317,1431
0130-001,2017,07,23,15,1359,1417
0130-001,2017,07,23,16,1294,1445
0130-001,2017,07,23,17,1561,1339
0130-001,2017,07,23,18,1403,1517
0130-001,2017,07,23,19,1314,1275
0130-001,2017,07,23,20,1270,1127
0130-001,2017,07,23,21,1106,975
0130-001,2017,07,23,22,879,812
0130-001,2017,07,23,23,629,561
0130-001,2017,07,23,24,462,378
0130-001,2017,07,24,01,279,214
0130-001,2017,07,24,02,133,133
0130-001,2017,07,24,03,124,135
0130-001,2017,07,24,04,138,166
0130-001,2017,07,24,05,222,209
0130-001,2017,07,24,06,672,485
0130-001,2017,07,24,07,1665,974
0130-001,2017,07,24,08,1574,1543
0130-001,2017,07,24,09,1531,1824
0130-001,2017,07,24,10,1473,1592
0130-001,2017,07,24,11,1571,1593
0130-001,2017,07,24,12,1509,1606
0130-001,2017,07,24,13,1298,1450
0130-001,2017,07,24,14,1428,1519
0130-001,2017,07,24,15,1496,1583
0130-001,2017,07,24,16,1426,1625
0130-001,2017,07,24,17,1473,1783
0130-001,2017,07,24,18,1529,2031
0130-001,2017,07,24,19,1517,2308
0130-001,2017,07,24,20,1218,1730
0130-001,2017,07,24,21,1180,1629
0130-001,2017,07,24,22,932,1236
0130-001,2017,07,24,23,702,707
0130-001,2017,07,24,24,463,417
0130-001,2017,07,25,01,315,309
0130-001,2017,07,25,02,189,210
0130-001,2017,07,25,03,153,178
0130-001,2017,07,25,04,154,195
0130-001,2017,07,25,05,193,235
0130-001,2017,07,25,06,572,435
0130-001,2017,07,25,07,1560,892
0130-001,2017,07,25,08,1594,1485
0130-001,2017,07,25,09,1536,1821
0130-001,2017,07,25,10,1522,1602
0130-001,2017,07,25,11,1549,1712
0130-001,2017,07,25,12,1523,1574
0130-001,2017,07,25,13,1377,1506
0130-001,2017,07,25,14,1612,1559
0130-001,2017,07,25,15,1522,1663
0130-001,2017,07,25,16,1626,1673
0130-001,2017,07,25,17,1562,1853
0130-001,2017,07,25,18,1765,2216
0130-001,2017,07,25,19,1661,2329
0130-001,2017,07,25,20,1321,2019
0130-001,2017,07,25,21,1249,1728
0130-001,2017,07,25,22,1174,1351
0130-001,2017,07,25,23,841,811
0130-001,2017,07,25,24,542,542
0130-001,2017,07,26,01,417,341
0130-001,2017,07,26,02,265,277
0130-001,2017,07,26,03,181,192
0130-001,2017,07,26,04,160,217
0130-001,2017,07,26,05,216,236
0130-001,2017,07,26,06,659,499
0130-001,2017,07,26,07,1663,934
0130-001,2017,07,26,08,1586,1487
0130-001,2017,07,26,09,1498,1810
0130-001,2017,07,26,10,1533,1574
0130-001,2017,07,26,11,1637,1663
0130-001,2017,07,26,12,1551,1609
0130-001,2017,07,26,13,1389,1588
0130-001,2017,07,26,14,1576,1704
0130-001,2017,07,26,15,1606,1705
0130-001,2017,07,26,16,1583,1684
0130-001,2017,07,26,17,1561,1868
0130-001,2017,07,26,18,1714,2274
0130-001,2017,07,26,19,1575,2410
0130-001,2017,07,26,20,1352,1945
0130-001,2017,07,26,21,1310,1574
0130-001,2017,07,26,22,1213,1292
0130-001,2017,07,26,23,956,808
0130-001,2017,07,26,24,561,589
0130-001,2017,07,27,01,426,382
0130-001,2017,07,27,02,263,255
0130-001,2017,07,27,03,206,189
0130-001,2017,07,27,04,165,211
0130-001,2017,07,27,05,220,254
0130-001,2017,07,27,06,676,480
0130-001,2017,07,27,07,1610,945
0130-001,2017,07,27,08,1568,1504
0130-001,2017,07,27,09,1562,1833
0130-001,2017,07,27,10,1519,1624
0130-001,2017,07,27,11,1566,1665
0130-001,2017,07,27,12,1577,1694
0130-001,2017,07,27,13,1460,1494
0130-001,2017,07,27,14,1623,1644
0130-001,2017,07,27,15,1573,1605
0130-001,2017,07,27,16,1614,1713
0130-001,2017,07,27,17,1545,1913
0130-001,2017,07,27,18,1681,2236
0130-001,2017,07,27,19,1597,2379
0130-001,2017,07,27,20,1391,1823
0130-001,2017,07,27,21,1172,1670
0130-001,2017,07,27,22,1178,1353
0130-001,2017,07,27,23,818,869
0130-001,2017,07,27,24,592,538
0130-001,2017,07,28,01,401,374
0130-001,2017,07,28,02,254,257
0130-001,2017,07,28,03,201,218
0130-001,2017,07,28,04,143,210
0130-001,2017,07,28,05,232,252
0130-001,2017,07,28,06,600,468
0130-001,2017,07,28,07,1531,936
0130-001,2017,07,28,08,1628,1471
0130-001,2017,07,28,09,1565,1835
0130-001,2017,07,28,10,1596,1632
0130-001,2017,07,28,11,1514,1666
0130-001,2017,07,28,12,1500,1605
0130-001,2017,07,28,13,1508,1558
0130-001,2017,07,28,14,1537,1722
0130-001,2017,07,28,15,1547,1717
0130-001,2017,07,28,16,1549,1785
0130-001,2017,07,28,17,1584,1859
0130-001,2017,07,28,18,1652,2090
0130-001,2017,07,28,19,1580,2043
0130-001,2017,07,28,20,1350,2177
0130-001,2017,07,28,21,1218,1653
0130-001,2017,07,28,22,1258,1240
0130-001,2017,07,28,23,903,801
0130-001,2017,07,28,24,667,569
0130-001,2017,07,29,01,387,370
0130-001,2017,07,29,02,326,299
0130-001,2017,07,29,03,268,238
0130-001,2017,07,29,04,201,261
0130-001,2017,07,29,05,245,252
0130-001,2017,07,29,06,569,415
0130-001,2017,07,29,07,1073,770
0130-001,2017,07,29,08,1187,1106
0130-001,2017,07,29,09,1342,1511
0130-001,2017,07,29,10,1448,1725
0130-001,2017,07,29,11,1506,2004
0130-001,2017,07,29,12,1611,1887
0130-001,2017,07,29,13,1455,1876
0130-001,2017,07,29,14,1608,1902
0130-001,2017,07,29,15,1596,1784
0130-001,2017,07,29,16,1768,1814
0130-001,2017,07,29,17,1552,1805
0130-001,2017,07,29,18,1575,1837
0130-001,2017,07,29,19,1505,1746
0130-001,2017,07,29,20,1217,1300
0130-001,2017,07,29,21,1146,1114
0130-001,2017,07,29,22,1141,910
0130-001,2017,07,29,23,777,649
0130-001,2017,07,29,24,530,507
0130-001,2017,07,30,01,393,376
0130-001,2017,07,30,02,272,256
0130-001,2017,07,30,03,226,204
0130-001,2017,07,30,04,181,176
0130-001,2017,07,30,05,203,164
0130-001,2017,07,30,06,400,289
0130-001,2017,07,30,07,650,466
0130-001,2017,07,30,08,756,673
0130-001,2017,07,30,09,816,971
0130-001,2017,07,30,10,919,1058
0130-001,2017,07,30,11,1139,1306
0130-001,2017,07,30,12,1099,1342
0130-001,2017,07,30,13,1165,1403
0130-001,2017,07,30,14,1320,1443
0130-001,2017,07,30,15,1312,1432
0130-001,2017,07,30,16,1391,1437
0130-001,2017,07,30,17,1534,1428
0130-001,2017,07,30,18,1491,1431
0130-001,2017,07,30,19,1461,1334
0130-001,2017,07,30,20,1356,1131
0130-001,2017,07,30,21,1169,1038
0130-001,2017,07,30,22,1002,883
0130-001,2017,07,30,23,728,630
0130-001,2017,07,30,24,463,424
0130-001,2017,07,31,01,277,274
0130-001,2017,07,31,02,184,186
0130-001,2017,07,31,03,137,117
0130-001,2017,07,31,04,144,186
0130-001,2017,07,31,05,199,197
0130-001,2017,07,31,06,602,416
0130-001,2017,07,31,07,1265,862
0130-001,2017,07,31,08,1493,1330
0130-001,2017,07,31,09,1461,1723
0130-001,2017,07,31,10,1403,1431
0130-001,2017,07,31,11,1289,1506
0130-001,2017,07,31,12,1350,1580
0130-001,2017,07,31,13,1349,1535
0130-001,2017,07,31,14,1557,1654
0130-001,2017,07,31,15,1498,1654
0130-001,2017,07,31,16,1586,1672
0130-001,2017,07,31,17,1557,1636
0130-001,2017,07,31,18,1623,1806
0130-001,2017,07,31,19,1337,1662
0130-001,2017,07,31,20,1264,1645
0130-001,2017,07,31,21,1072,1214
0130-001,2017,07,31,22,885,926
0130-001,2017,07,31,23,666,655
0130-001,2017,07,31,24,491,448
0130-001,2017,08,01,01,320,283
0130-001,2017,08,01,02,195,220
0130-001,2017,08,01,03,176,161
0130-001,2017,08,01,04,152,191
0130-001,2017,08,01,05,178,197
0130-001,2017,08,01,06,465,385
0130-001,2017,08,01,07,1119,783
0130-001,2017,08,01,08,1413,1234
0130-001,2017,08,01,09,1434,1644
0130-001,2017,08,01,10,1440,1383
0130-001,2017,08,01,11,1606,1603
0130-001,2017,08,01,12,1572,1658
0130-001,2017,08,01,13,1412,1486
0130-001,2017,08,01,14,1667,1639
0130-001,2017,08,01,15,1594,1686
0130-001,2017,08,01,16,1690,1581
0130-001,2017,08,01,17,1574,1658
0130-001,2017,08,01,18,1685,2047
0130-001,2017,08,01,19,1611,2240
0130-001,2017,08,01,20,1362,1667
0130-001,2017,08,01,21,1245,1449
0130-001,2017,08,01,22,1078,1135
0130-001,2017,08,01,23,755,758
0130-001,2017,08,01,24,542,465
0130-001,2017,08,02,01,397,338
0130-001,2017,08,02,02,248,254
0130-001,2017,08,02,03,163,169
0130-001,2017,08,02,04,145,200
0130-001,2017,08,02,05,198,205
0130-001,2017,08,02,06,592,453
0130-001,2017,08,02,07,1281,819
0130-001,2017,08,02,08,1369,1198
0130-001,2017,08,02,09,1632,1629
0130-001,2017,08,02,10,1437,1514
0130-001,2017,08,02,11,1568,1554
0130-001,2017,08,02,12,1537,1613
0130-001,2017,08,02,13,1400,1543
0130-001,2017,08,02,14,1629,1623
0130-001,2017,08,02,15,1523,1626
0130-001,2017,08,02,16,1631,1620
0130-001,2017,08,02,17,1532,1778
0130-001,2017,08,02,18,1560,2122
0130-001,2017,08,02,19,1650,2160
0130-001,2017,08,02,20,1232,1554
0130-001,2017,08,02,21,1138,1352
0130-001,2017,08,02,22,1036,1007
0130-001,2017,08,02,23,840,688
0130-001,2017,08,02,24,567,522
0130-001,2017,08,03,01,383,315
0130-001,2017,08,03,02,245,225
0130-001,2017,08,03,03,196,156
0130-001,2017,08,03,04,143,196
0130-001,2017,08,03,05,226,220
0130-001,2017,08,03,06,617,439
0130-001,2017,08,03,07,1292,820
0130-001,2017,08,03,08,1550,1247
0130-001,2017,08,03,09,1635,1591
0130-001,2017,08,03,10,1494,1497
0130-001,2017,08,03,11,1537,1524
0130-001,2017,08,03,12,1522,1693
0130-001,2017,08,03,13,1366,1556
0130-001,2017,08,03,14,1529,1570
0130-001,2017,08,03,15,1599,1588
0130-001,2017,08,03,16,1475,1624
0130-001,2017,08,03,17,1562,1719
0130-001,2017,08,03,18,1604,2078
0130-001,2017,08,03,19,1603,2143
0130-001,2017,08,03,20,1241,1646
0130-001,2017,08,03,21,1186,1456
0130-001,2017,08,03,22,1021,1052
0130-001,2017,08,03,23,782,743
0130-001,2017,08,03,24,531,495
0130-001,2017,08,04,01,353,346
0130-001,2017,08,04,02,253,213
0130-001,2017,08,04,03,192,147
0130-001,2017,08,04,04,138,217
0130-001,2017,08,04,05,194,197
0130-001,2017,08,04,06,634,441
0130-001,2017,08,04,07,1305,792
0130-001,2017,08,04,08,1571,1228
0130-001,2017,08,04,09,1696,1581
0130-001,2017,08,04,10,1588,1510
0130-001,2017,08,04,11,1457,1553
0130-001,2017,08,04,12,1494,1611
0130-001,2017,08,04,13,1427,1592
0130-001,2017,08,04,14,1551,1699
0130-001,2017,08,04,15,1610,1717
0130-001,2017,08,04,16,1585,1717
0130-001,2017,08,04,17,1620,1792
0130-001,2017,08,04,18,1568,2072
0130-001,2017,08,04,19,1644,2209
0130-001,2017,08,04,20,1306,1683
0130-001,2017,08,04,21,1185,1465
0130-001,2017,08,04,22,1141,1153
0130-001,2017,08,04,23,821,743
0130-001,2017,08,04,24,551,525
0130-001,2017,08,05,01,410,351
0130-001,2017,08,05,02,330,265
0130-001,2017,08,05,03,256,208
0130-001,2017,08,05,04,192,185
0130-001,2017,08,05,05,256,194
0130-001,2017,08,05,06,542,365
0130-001,2017,08,05,07,1039,682
0130-001,2017,08,05,08,1129,923
0130-001,2017,08,05,09,1290,1250
0130-001,2017,08,05,10,1381,1479
0130-001,2017,08,05,11,1435,1655
0130-001,2017,08,05,12,1402,1718
0130-001,2017,08,05,13,1410,1608
0130-001,2017,08,05,14,1511,1717
0130-001,2017,08,05,15,1571,1695
0130-001,2017,08,05,16,1478,1690
0130-001,2017,08,05,17,1474,1657
0130-001,2017,08,05,18,1672,1787
0130-001,2017,08,05,19,1513,1635
0130-001,2017,08,05,20,1309,1358
0130-001,2017,08,05,21,1197,1104
0130-001,2017,08,05,22,1152,895
0130-001,2017,08,05,23,774,692
0130-001,2017,08,05,24,537,502
0130-001,2017,08,06,01,379,324
0130-001,2017,08,06,02,291,271
0130-001,2017,08,06,03,234,188
0130-001,2017,08,06,04,173,153
0130-001,2017,08,06,05,219,149
0130-001,2017,08,06,06,382,250
0130-001,2017,08,06,07,636,438
0130-001,2017,08,06,08,716,560
0130-001,2017,08,06,09,753,805
0130-001,2017,08,06,10,926,1045
0130-001,2017,08,06,11,1070,1240
0130-001,2017,08,06,12,1086,1311
0130-001,2017,08,06,13,1198,1380
0130-001,2017,08,06,14,1319,1413
0130-001,2017,08,06,15,1355,1341
0130-001,2017,08,06,16,1441,1467
0130-001,2017,08,06,17,1489,1342
0130-001,2017,08,06,18,1520,1430
0130-001,2017,08,06,19,1578,1257
0130-001,2017,08,06,20,1465,1166
0130-001,2017,08,06,21,1228,1074
0130-001,2017,08,06,22,943,903
0130-001,2017,08,06,23,726,601
0130-001,2017,08,06,24,477,440
0130-001,2017,08,07,01,320,304
0130-001,2017,08,07,02,217,153
0130-001,2017,08,07,03,124,139
0130-001,2017,08,07,04,132,161
0130-001,2017,08,07,05,222,204
0130-001,2017,08,07,06,650,432
0130-001,2017,08,07,07,1643,913
0130-001,2017,08,07,08,1560,1432
0130-001,2017,08,07,09,1635,1652
0130-001,2017,08,07,10,1508,1508
0130-001,2017,08,07,11,1481,1494
0130-001,2017,08,07,12,1500,1505
0130-001,2017,08,07,13,1391,1469
0130-001,2017,08,07,14,1537,1605
0130-001,2017,08,07,15,1519,1587
0130-001,2017,08,07,16,1615,1654
0130-001,2017,08,07,17,1537,1736
0130-001,2017,08,07,18,1585,2064
0130-001,2017,08,07,19,1563,2306
0130-001,2017,08,07,20,1336,1744
0130-001,2017,08,07,21,1185,1688
0130-001,2017,08,07,22,998,1148
0130-001,2017,08,07,23,738,732
0130-001,2017,08,07,24,525,419
0130-001,2017,08,08,01,325,249
0130-001,2017,08,08,02,215,207
0130-001,2017,08,08,03,142,189
0130-001,2017,08,08,04,139,179
0130-001,2017,08,08,05,225,221
0130-001,2017,08,08,06,595,441
0130-001,2017,08,08,07,1457,823
0130-001,2017,08,08,08,1617,1392
0130-001,2017,08,08,09,1568,1731
0130-001,2017,08,08,10,1538,1528
0130-001,2017,08,08,11,1599,1560
0130-001,2017,08,08,12,1481,1544
0130-001,2017,08,08,13,1389,1395
0130-001,2017,08,08,14,1630,1533
0130-001,2017,08,08,15,1547,1593
0130-001,2017,08,08,16,1520,1585
0130-001,2017,08,08,17,1515,1827
0130-001,2017,08,08,18,1622,2035
0130-001,2017,08,08,19,1612,2151
0130-001,2017,08,08,20,1310,1761
0130-001,2017,08,08,21,1199,1719
0130-001,2017,08,08,22,969,1217
0130-001,2017,08,08,23,770,734
0130-001,2017,08,08,24,522,427
0130-001,2017,08,09,01,348,318
0130-001,2017,08,09,02,251,196
0130-001,2017,08,09,03,141,172
0130-001,2017,08,09,04,171,202
0130-001,2017,08,09,05,214,197
0130-001,2017,08,09,06,594,404
0130-001,2017,08,09,07,1464,855
0130-001,2017,08,09,08,1545,1338
0130-001,2017,08,09,09,1511,1738
0130-001,2017,08,09,10,1501,1525
0130-001,2017,08,09,11,1549,1477
0130-001,2017,08,09,12,1494,1495
0130-001,2017,08,09,13,1327,1397
0130-001,2017,08,09,14,1568,1516
0130-001,2017,08,09,15,1567,1549
0130-001,2017,08,09,16,1504,1584
0130-001,2017,08,09,17,1497,1818
0130-001,2017,08,09,18,1620,2123
0130-001,2017,08,09,19,1518,2269
0130-001,2017,08,09,20,1284,1705
