ID,Year,M,D,H,1,2
0130-001,2011,06,19,23,525,394
0130-001,2011,06,19,24,269,177
0130-001,2011,06,20,01,247,176
0130-001,2011,06,20,02,220,175
0130-001,2011,06,20,03,193,167
0130-001,2011,06,20,04,179,145
0130-001,2011,06,20,05,194,268
0130-001,2011,06,20,06,358,406
0130-001,2011,06,20,07,1419,968
0130-001,2011,06,20,08,1639,1085
0130-001,2011,06,20,09,1118,1031
0130-001,2011,06,20,10,1337,1379
0130-001,2011,06,20,11,1082,1052
0130-001,2011,06,20,12,1665,1658
0130-001,2011,06,20,13,1811,1922
0130-001,2011,06,20,14,1556,1473
0130-001,2011,06,20,15,1201,1150
0130-001,2011,06,20,16,1678,1640
0130-001,2011,06,20,17,1948,2095
0130-001,2011,06,20,18,1793,2173
0130-001,2011,06,20,19,1219,1600
0130-001,2011,06,20,20,912,1132
0130-001,2011,06,20,21,909,1219
0130-001,2011,06,20,22,819,852
0130-001,2011,06,20,23,766,632
0130-001,2011,06,20,24,695,501
0130-001,2011,06,21,01,395,360
0130-001,2011,06,21,02,175,157
0130-001,2011,06,21,03,178,167
0130-001,2011,06,21,04,194,206
0130-001,2011,06,21,05,209,257
0130-001,2011,06,21,06,580,669
0130-001,2011,06,21,07,1523,998
0130-001,2011,06,21,08,2212,1527
0130-001,2011,06,21,09,2190,2012
0130-001,2011,06,21,10,1806,1836
0130-001,2011,06,21,11,2011,1970
0130-001,2011,06,21,12,1693,1750
0130-001,2011,06,21,13,1446,1478
0130-001,2011,06,21,14,1394,1366
0130-001,2011,06,21,15,1568,1637
0130-001,2011,06,21,16,1734,1668
0130-001,2011,06,21,17,1755,1844
0130-001,2011,06,21,18,1323,1621
0130-001,2011,06,21,19,1532,2200
0130-001,2011,06,21,20,1272,1544
0130-001,2011,06,21,21,1327,1555
0130-001,2011,06,21,22,1258,1353
0130-001,2011,06,21,23,825,661
0130-001,2011,06,21,24,459,342
0130-001,2011,06,22,01,313,274
0130-001,2011,06,22,02,253,221
0130-001,2011,06,22,03,235,205
0130-001,2011,06,22,04,239,221
0130-001,2011,06,22,05,121,157
0130-001,2011,06,22,06,381,443
0130-001,2011,06,22,07,992,626
0130-001,2011,06,22,08,2014,1403
0130-001,2011,06,22,09,1818,1686
0130-001,2011,06,22,10,1037,1105
0130-001,2011,06,22,11,1127,1064
0130-001,2011,06,22,12,1314,1327
0130-001,2011,06,22,13,1553,1645
0130-001,2011,06,22,14,1473,1454
0130-001,2011,06,22,15,1705,1673
0130-001,2011,06,22,16,1675,1681
0130-001,2011,06,22,17,1529,1609
0130-001,2011,06,22,18,1837,2337
0130-001,2011,06,22,19,1450,1829
0130-001,2011,06,22,20,1213,1561
0130-001,2011,06,22,21,984,1136
0130-001,2011,06,22,22,1145,1078
0130-001,2011,06,22,23,966,728
0130-001,2011,06,22,24,603,488
0130-001,2011,06,23,01,560,428
0130-001,2011,06,23,02,279,221
0130-001,2011,06,23,03,216,203
0130-001,2011,06,23,04,188,214
0130-001,2011,06,23,05,184,249
0130-001,2011,06,23,06,277,324
0130-001,2011,06,23,07,802,548
0130-001,2011,06,23,08,1590,1088
0130-001,2011,06,23,09,1586,1455
0130-001,2011,06,23,10,1143,1171
0130-001,2011,06,23,11,816,792
0130-001,2011,06,23,12,866,950
0130-001,2011,06,23,13,798,819
0130-001,2011,06,23,14,726,705
0130-001,2011,06,23,15,942,959
0130-001,2011,06,23,16,786,753
0130-001,2011,06,23,17,979,1034
0130-001,2011,06,23,18,962,1222
0130-001,2011,06,23,19,932,1403
0130-001,2011,06,23,20,637,798
0130-001,2011,06,23,21,662,710
0130-001,2011,06,23,22,703,695
0130-001,2011,06,23,23,617,501
0130-001,2011,06,23,24,363,295
0130-001,2011,06,24,01,306,244
0130-001,2011,06,24,02,170,139
0130-001,2011,06,24,03,169,151
0130-001,2011,06,24,04,158,160
0130-001,2011,06,24,05,129,184
0130-001,2011,06,24,06,321,337
0130-001,2011,06,24,07,801,593
0130-001,2011,06,24,08,966,667
0130-001,2011,06,24,09,1070,1023
0130-001,2011,06,24,10,962,1031
0130-001,2011,06,24,11,1111,1074
0130-001,2011,06,24,12,980,997
0130-001,2011,06,24,13,1064,1195
0130-001,2011,06,24,14,983,1031
0130-001,2011,06,24,15,1046,1099
0130-001,2011,06,24,16,1283,1372
0130-001,2011,06,24,17,974,1002
0130-001,2011,06,24,18,935,1147
0130-001,2011,06,24,19,644,792
0130-001,2011,06,24,20,924,1219
0130-001,2011,06,24,21,813,1022
0130-001,2011,06,24,22,905,861
0130-001,2011,06,24,23,1013,730
0130-001,2011,06,24,24,584,425
0130-001,2011,06,25,01,456,352
0130-001,2011,06,25,02,321,259
0130-001,2011,06,25,03,232,229
0130-001,2011,06,25,04,184,173
0130-001,2011,06,25,05,206,238
0130-001,2011,06,25,06,260,274
0130-001,2011,06,25,07,602,531
0130-001,2011,06,25,08,1067,829
0130-001,2011,06,25,09,1463,1330
0130-001,2011,06,25,10,1463,1537
0130-001,2011,06,25,11,1732,1964
0130-001,2011,06,25,12,1722,2149
0130-001,2011,06,25,13,1530,2203
0130-001,2011,06,25,14,1556,1839
0130-001,2011,06,25,15,1558,1696
0130-001,2011,06,25,16,1494,1660
0130-001,2011,06,25,17,1538,1455
0130-001,2011,06,25,18,1741,1645
0130-001,2011,06,25,19,1389,1509
0130-001,2011,06,25,20,1314,1177
0130-001,2011,06,25,21,909,801
0130-001,2011,06,25,22,945,778
0130-001,2011,06,25,23,1147,843
0130-001,2011,06,25,24,692,557
0130-001,2011,06,26,01,366,307
0130-001,2011,06,26,02,300,274
0130-001,2011,06,26,03,264,226
0130-001,2011,06,26,04,203,139
0130-001,2011,06,26,05,142,160
0130-001,2011,06,26,06,214,252
0130-001,2011,06,26,07,355,274
0130-001,2011,06,26,08,486,435
0130-001,2011,06,26,09,551,656
0130-001,2011,06,26,10,482,526
0130-001,2011,06,26,11,866,1082
0130-001,2011,06,26,12,789,977
0130-001,2011,06,26,13,807,960
0130-001,2011,06,26,14,1147,1216
0130-001,2011,06,26,15,1233,1341
0130-001,2011,06,26,16,1563,1397
0130-001,2011,06,26,17,1177,995
0130-001,2011,06,26,18,1424,1384
0130-001,2011,06,26,19,1351,1215
0130-001,2011,06,26,20,1150,969
0130-001,2011,06,26,21,945,749
0130-001,2011,06,26,22,870,603
0130-001,2011,06,26,23,589,441
0130-001,2011,06,26,24,388,256
0130-001,2011,06,27,01,256,181
0130-001,2011,06,27,02,184,147
0130-001,2011,06,27,03,149,129
0130-001,2011,06,27,04,137,111
0130-001,2011,06,27,05,173,239
0130-001,2011,06,27,06,444,503
0130-001,2011,06,27,07,1028,702
0130-001,2011,06,27,08,1204,796
0130-001,2011,06,27,09,1807,1678
0130-001,2011,06,27,10,903,933
0130-001,2011,06,27,11,879,855
0130-001,2011,06,27,12,764,760
0130-001,2011,06,27,13,1251,1329
0130-001,2011,06,27,14,1249,1183
0130-001,2011,06,27,15,1669,1597
0130-001,2011,06,27,16,1239,1210
0130-001,2011,06,27,17,1242,1317
0130-001,2011,06,27,18,1410,1728
0130-001,2011,06,27,19,1821,2381
0130-001,2011,06,27,20,1002,1243
0130-001,2011,06,27,21,1025,1376
0130-001,2011,06,27,22,1025,1067
0130-001,2011,06,27,23,771,638
0130-001,2011,06,27,24,813,587
0130-001,2011,06,28,01,410,373
0130-001,2011,06,28,02,351,315
0130-001,2011,06,28,03,188,175
0130-001,2011,06,28,04,277,293
0130-001,2011,06,28,05,252,310
0130-001,2011,06,28,06,306,354
0130-001,2011,06,28,07,1260,825
0130-001,2011,06,28,08,1686,1151
0130-001,2011,06,28,09,1574,1446
0130-001,2011,06,28,10,1651,1680
0130-001,2011,06,28,11,1818,1780
0130-001,2011,06,28,12,1407,1455
0130-001,2011,06,28,13,1519,1600
0130-001,2011,06,28,14,1198,1102
0130-001,2011,06,28,15,1589,1660
0130-001,2011,06,28,16,1747,1680
0130-001,2011,06,28,17,1770,1860
0130-001,2011,06,28,18,1204,1473
0130-001,2011,06,28,19,1818,2615
0130-001,2011,06,28,20,1877,2278
0130-001,2011,06,28,21,1909,2267
0130-001,2011,06,28,22,1862,2001
0130-001,2011,06,28,23,1097,877
0130-001,2011,06,28,24,728,542
0130-001,2011,06,29,01,715,625
0130-001,2011,06,29,02,288,250
0130-001,2011,06,29,03,220,190
0130-001,2011,06,29,04,139,129
0130-001,2011,06,29,05,250,324
0130-001,2011,06,29,06,366,425
0130-001,2011,06,29,07,1251,789
0130-001,2011,06,29,08,2723,1887
0130-001,2011,06,29,09,2525,2340
0130-001,2011,06,29,10,2247,2370
0130-001,2011,06,29,11,2006,1895
0130-001,2011,06,29,12,1493,1508
0130-001,2011,06,29,13,1645,1744
0130-001,2011,06,29,14,1719,1696
0130-001,2011,06,29,15,2092,2051
0130-001,2011,06,29,16,1809,1818
0130-001,2011,06,29,17,1076,1133
0130-001,2011,06,29,18,1535,1975
0130-001,2011,06,29,19,1415,1786
0130-001,2011,06,29,20,1195,1538
0130-001,2011,06,29,21,733,848
0130-001,2011,06,29,22,1063,1001
0130-001,2011,06,29,23,632,477
0130-001,2011,06,29,24,199,161
0130-001,2011,06,30,01,306,234
0130-001,2011,06,30,02,145,116
0130-001,2011,06,30,03,242,227
0130-001,2011,06,30,04,184,209
0130-001,2011,06,30,05,196,267
0130-001,2011,06,30,06,270,316
0130-001,2011,06,30,07,965,658
0130-001,2011,06,30,08,1720,1168
0130-001,2011,06,30,09,1665,1545
0130-001,2011,06,30,10,1589,1628
0130-001,2011,06,30,11,1744,1691
0130-001,2011,06,30,12,1517,1662
0130-001,2011,06,30,13,1448,1483
0130-001,2011,06,30,14,1579,1534
0130-001,2011,06,30,15,1836,1866
0130-001,2011,06,30,16,1947,1890
0130-001,2011,06,30,17,1681,1774
0130-001,2011,06,30,18,1658,2107
0130-001,2011,06,30,19,1827,2727
0130-001,2011,06,30,20,1415,1774
0130-001,2011,06,30,21,1508,1612
0130-001,2011,06,30,22,1473,1455
0130-001,2011,06,30,23,1179,956
0130-001,2011,06,30,24,620,503
0130-001,2011,07,01,01,574,497
0130-001,2011,07,01,02,413,352
0130-001,2011,07,01,03,321,270
0130-001,2011,07,01,04,220,247
0130-001,2011,07,01,05,324,477
0130-001,2011,07,01,06,477,494
0130-001,2011,07,01,07,1526,1027
0130-001,2011,07,01,08,1878,1443
0130-001,2011,07,01,09,1008,909
0130-001,2011,07,01,10,1138,1151
0130-001,2011,07,01,11,1093,997
0130-001,2011,07,01,12,1486,1537
0130-001,2011,07,01,13,1341,1395
0130-001,2011,07,01,14,1172,1266
0130-001,2011,07,01,15,1052,1061
0130-001,2011,07,01,16,1141,1243
0130-001,2011,07,01,17,1603,1680
0130-001,2011,07,01,18,1237,1502
0130-001,2011,07,01,19,1749,2140
0130-001,2011,07,01,20,1290,1614
0130-001,2011,07,01,21,1365,1746
0130-001,2011,07,01,22,1153,1257
0130-001,2011,07,01,23,1297,1139
0130-001,2011,07,01,24,884,738
0130-001,2011,07,02,01,590,504
0130-001,2011,07,02,02,425,375
0130-001,2011,07,02,03,322,300
0130-001,2011,07,02,04,229,239
0130-001,2011,07,02,05,279,288
0130-001,2011,07,02,06,438,497
0130-001,2011,07,02,07,1305,1028
0130-001,2011,07,02,08,2016,1778
0130-001,2011,07,02,09,2173,1975
0130-001,2011,07,02,10,1695,1693
0130-001,2011,07,02,11,1773,2114
0130-001,2011,07,02,12,1854,2406
0130-001,2011,07,02,13,2352,3196
0130-001,2011,07,02,14,2697,3291
0130-001,2011,07,02,15,2697,3114
0130-001,2011,07,02,16,2638,3107
0130-001,2011,07,02,17,2066,2208
0130-001,2011,07,02,18,1899,2000
0130-001,2011,07,02,19,1737,1827
0130-001,2011,07,02,20,1535,1778
0130-001,2011,07,02,21,1406,1216
0130-001,2011,07,02,22,1427,1184
0130-001,2011,07,02,23,1264,1111
0130-001,2011,07,02,24,775,625
0130-001,2011,07,03,01,584,464
0130-001,2011,07,03,02,387,330
0130-001,2011,07,03,03,315,275
0130-001,2011,07,03,04,238,196
0130-001,2011,07,03,05,191,176
0130-001,2011,07,03,06,262,289
0130-001,2011,07,03,07,523,482
0130-001,2011,07,03,08,692,713
0130-001,2011,07,03,09,775,858
0130-001,2011,07,03,10,965,1165
0130-001,2011,07,03,11,1060,1273
0130-001,2011,07,03,12,992,1225
0130-001,2011,07,03,13,1076,1067
0130-001,2011,07,03,14,977,846
0130-001,2011,07,03,15,1356,1186
0130-001,2011,07,03,16,1530,1135
0130-001,2011,07,03,17,1576,1166
0130-001,2011,07,03,18,1412,1067
0130-001,2011,07,03,19,1454,957
0130-001,2011,07,03,20,1074,778
0130-001,2011,07,03,21,956,796
0130-001,2011,07,03,22,1001,713
0130-001,2011,07,03,23,662,480
0130-001,2011,07,03,24,506,405
0130-001,2011,07,04,01,293,274
0130-001,2011,07,04,02,232,208
0130-001,2011,07,04,03,170,175
0130-001,2011,07,04,04,143,127
0130-001,2011,07,04,05,149,235
0130-001,2011,07,04,06,373,425
0130-001,2011,07,04,07,1305,802
0130-001,2011,07,04,08,2054,1475
0130-001,2011,07,04,09,1953,1937
0130-001,2011,07,04,10,1633,1603
0130-001,2011,07,04,11,1650,1552
0130-001,2011,07,04,12,1552,1570
0130-001,2011,07,04,13,1576,1563
0130-001,2011,07,04,14,2113,2092
0130-001,2011,07,04,15,1877,1807
0130-001,2011,07,04,16,1937,2056
0130-001,2011,07,04,17,2009,2147
0130-001,2011,07,04,18,2554,3172
0130-001,2011,07,04,19,2986,3779
0130-001,2011,07,04,20,2361,2912
0130-001,2011,07,04,21,2259,3204
0130-001,2011,07,04,22,1972,2080
0130-001,2011,07,04,23,1579,1379
0130-001,2011,07,04,24,957,936
0130-001,2011,07,05,01,652,474
0130-001,2011,07,05,02,417,358
0130-001,2011,07,05,03,351,346
0130-001,2011,07,05,04,274,244
0130-001,2011,07,05,05,334,508
0130-001,2011,07,05,06,702,826
0130-001,2011,07,05,07,2054,1348
0130-001,2011,07,05,08,3056,2282
0130-001,2011,07,05,09,2907,2934
0130-001,2011,07,05,10,1818,1842
0130-001,2011,07,05,11,1829,1647
0130-001,2011,07,05,12,1563,1552
0130-001,2011,07,05,13,917,906
0130-001,2011,07,05,14,1015,1070
0130-001,2011,07,05,15,1189,1195
0130-001,2011,07,05,16,1001,1064
0130-001,2011,07,05,17,862,897
0130-001,2011,07,05,18,1224,1558
0130-001,2011,07,05,19,1953,2339
0130-001,2011,07,05,20,1786,2457
0130-001,2011,07,05,21,1165,1473
0130-001,2011,07,05,22,724,759
0130-001,2011,07,05,23,534,458
0130-001,2011,07,05,24,390,339
0130-001,2011,07,06,01,349,310
0130-001,2011,07,06,02,187,151
0130-001,2011,07,06,03,193,184
0130-001,2011,07,06,04,194,191
0130-001,2011,07,06,05,169,262
0130-001,2011,07,06,06,306,351
0130-001,2011,07,06,07,884,599
0130-001,2011,07,06,08,1325,928
0130-001,2011,07,06,09,1156,1129
0130-001,2011,07,06,10,1225,1497
0130-001,2011,07,06,11,1081,912
0130-001,2011,07,06,12,1198,1233
0130-001,2011,07,06,13,1340,1381
0130-001,2011,07,06,14,1210,1264
0130-001,2011,07,06,15,928,947
0130-001,2011,07,06,16,649,665
0130-001,2011,07,06,17,1114,1159
0130-001,2011,07,06,18,1967,2631
0130-001,2011,07,06,19,1391,1863
0130-001,2011,07,06,20,1034,1266
0130-001,2011,07,06,21,731,846
0130-001,2011,07,06,22,652,616
0130-001,2011,07,06,23,667,632
0130-001,2011,07,06,24,432,387
0130-001,2011,07,07,01,235,194
0130-001,2011,07,07,02,184,143
0130-001,2011,07,07,03,160,129
0130-001,2011,07,07,04,121,118
0130-001,2011,07,07,05,151,246
0130-001,2011,07,07,06,226,268
0130-001,2011,07,07,07,575,381
0130-001,2011,07,07,08,1353,975
0130-001,2011,07,07,09,1568,1553
0130-001,2011,07,07,10,1410,1446
0130-001,2011,07,07,11,1392,1345
0130-001,2011,07,07,12,1348,1389
0130-001,2011,07,07,13,1249,1233
0130-001,2011,07,07,14,1443,1350
0130-001,2011,07,07,15,1672,1720
0130-001,2011,07,07,16,1627,1717
0130-001,2011,07,07,17,1494,1604
0130-001,2011,07,07,18,1461,1720
0130-001,2011,07,07,19,1502,1993
0130-001,2011,07,07,20,1209,1421
0130-001,2011,07,07,21,1133,1440
0130-001,2011,07,07,22,983,1010
0130-001,2011,07,07,23,924,862
0130-001,2011,07,07,24,570,492
0130-001,2011,07,08,01,438,390
0130-001,2011,07,08,02,267,205
0130-001,2011,07,08,03,213,214
0130-001,2011,07,08,04,199,221
0130-001,2011,07,08,05,238,319
0130-001,2011,07,08,06,351,431
0130-001,2011,07,08,07,1165,738
0130-001,2011,07,08,08,2387,1696
0130-001,2011,07,08,09,2236,2173
0130-001,2011,07,08,10,1804,1669
0130-001,2011,07,08,11,2232,2393
0130-001,2011,07,08,12,1914,1958
0130-001,2011,07,08,13,1318,1422
0130-001,2011,07,08,14,1573,1552
0130-001,2011,07,08,15,1541,1487
0130-001,2011,07,08,16,1614,1741
0130-001,2011,07,08,17,1568,1650
0130-001,2011,07,08,18,1793,2119
0130-001,2011,07,08,19,1815,2193
0130-001,2011,07,08,20,1771,2453
0130-001,2011,07,08,21,1684,2051
0130-001,2011,07,08,22,1654,1647
0130-001,2011,07,08,23,1145,950
0130-001,2011,07,08,24,749,580
0130-001,2011,07,09,01,537,446
0130-001,2011,07,09,02,402,373
0130-001,2011,07,09,03,313,260
0130-001,2011,07,09,04,322,310
0130-001,2011,07,09,05,198,238
0130-001,2011,07,09,06,316,352
0130-001,2011,07,09,07,697,534
0130-001,2011,07,09,08,1401,1106
0130-001,2011,07,09,09,1547,1552
0130-001,2011,07,09,10,1637,1793
0130-001,2011,07,09,11,1761,2078
0130-001,2011,07,09,12,1464,1600
0130-001,2011,07,09,13,1484,1982
0130-001,2011,07,09,14,1501,1850
0130-001,2011,07,09,15,1686,2044
0130-001,2011,07,09,16,1358,1475
0130-001,2011,07,09,17,1243,1269
0130-001,2011,07,09,18,1606,1731
0130-001,2011,07,09,19,1417,1424
0130-001,2011,07,09,20,1184,1230
0130-001,2011,07,09,21,924,881
0130-001,2011,07,09,22,753,595
0130-001,2011,07,09,23,453,362
0130-001,2011,07,09,24,381,286
0130-001,2011,07,10,01,283,235
0130-001,2011,07,10,02,188,173
0130-001,2011,07,10,03,202,155
0130-001,2011,07,10,04,160,134
0130-001,2011,07,10,05,172,193
0130-001,2011,07,10,06,234,270
0130-001,2011,07,10,07,387,360
0130-001,2011,07,10,08,432,434
0130-001,2011,07,10,09,564,731
0130-001,2011,07,10,10,796,903
0130-001,2011,07,10,11,852,1010
0130-001,2011,07,10,12,731,884
0130-001,2011,07,10,13,877,820
0130-001,2011,07,10,14,887,746
0130-001,2011,07,10,15,997,780
0130-001,2011,07,10,16,1129,935
0130-001,2011,07,10,17,1038,831
0130-001,2011,07,10,18,1233,945
0130-001,2011,07,10,19,1557,960
0130-001,2011,07,10,20,1279,1004
0130-001,2011,07,10,21,921,731
0130-001,2011,07,10,22,790,534
0130-001,2011,07,10,23,569,416
0130-001,2011,07,10,24,431,322
0130-001,2011,07,11,01,292,224
0130-001,2011,07,11,02,166,129
0130-001,2011,07,11,03,145,160
0130-001,2011,07,11,04,103,96
0130-001,2011,07,11,05,152,206
0130-001,2011,07,11,06,355,369
0130-001,2011,07,11,07,1187,753
0130-001,2011,07,11,08,1821,1261
0130-001,2011,07,11,09,1767,1732
0130-001,2011,07,11,10,1556,1607
0130-001,2011,07,11,11,1532,1445
0130-001,2011,07,11,12,1497,1457
0130-001,2011,07,11,13,1255,1261
0130-001,2011,07,11,14,1285,1276
0130-001,2011,07,11,15,1330,1363
0130-001,2011,07,11,16,1443,1491
0130-001,2011,07,11,17,966,1004
0130-001,2011,07,11,18,1205,1483
0130-001,2011,07,11,19,1553,1961
0130-001,2011,07,11,20,1279,1639
0130-001,2011,07,11,21,954,1212
0130-001,2011,07,11,22,951,1073
0130-001,2011,07,11,23,685,634
0130-001,2011,07,11,24,405,367
0130-001,2011,07,12,01,319,280
0130-001,2011,07,12,02,213,173
0130-001,2011,07,12,03,158,145
0130-001,2011,07,12,04,142,131
0130-001,2011,07,12,05,121,175
0130-001,2011,07,12,06,292,339
0130-001,2011,07,12,07,1031,748
0130-001,2011,07,12,08,1669,1204
0130-001,2011,07,12,09,1813,1740
0130-001,2011,07,12,10,1469,1409
0130-001,2011,07,12,11,1333,1276
0130-001,2011,07,12,12,902,864
0130-001,2011,07,12,13,1210,1227
0130-001,2011,07,12,14,965,945
0130-001,2011,07,12,15,980,1048
0130-001,2011,07,12,16,990,1007
0130-001,2011,07,12,17,984,1063
0130-001,2011,07,12,18,1161,1410
0130-001,2011,07,12,19,1643,2072
0130-001,2011,07,12,20,1209,1487
0130-001,2011,07,12,21,932,1156
0130-001,2011,07,12,22,909,957
0130-001,2011,07,12,23,506,431
0130-001,2011,07,12,24,423,331
0130-001,2011,07,13,01,286,234
0130-001,2011,07,13,02,268,257
0130-001,2011,07,13,03,173,170
0130-001,2011,07,13,04,137,142
0130-001,2011,07,13,05,161,262
0130-001,2011,07,13,06,288,289
0130-001,2011,07,13,07,1159,823
0130-001,2011,07,13,08,1412,1025
0130-001,2011,07,13,09,1374,1317
0130-001,2011,07,13,10,1147,1216
0130-001,2011,07,13,11,1570,1579
0130-001,2011,07,13,12,1290,1234
0130-001,2011,07,13,13,1040,1114
0130-001,2011,07,13,14,1304,1273
0130-001,2011,07,13,15,1163,1198
0130-001,2011,07,13,16,1139,1161
0130-001,2011,07,13,17,1683,1860
0130-001,2011,07,13,18,1446,1913
0130-001,2011,07,13,19,1630,2233
0130-001,2011,07,13,20,1547,1839
0130-001,2011,07,13,21,1242,1351
0130-001,2011,07,13,22,1284,1263
0130-001,2011,07,13,23,876,738
0130-001,2011,07,13,24,688,592
0130-001,2011,07,14,01,278,256
0130-001,2011,07,14,02,223,182
0130-001,2011,07,14,03,182,167
0130-001,2011,07,14,04,140,156
0130-001,2011,07,14,05,140,220
0130-001,2011,07,14,06,275,326
0130-001,2011,07,14,07,775,540
0130-001,2011,07,14,08,1392,1000
0130-001,2011,07,14,09,1380,1317
0130-001,2011,07,14,10,1622,1628
0130-001,2011,07,14,11,1428,1414
0130-001,2011,07,14,12,1028,1034
0130-001,2011,07,14,13,1100,1150
0130-001,2011,07,14,14,1403,1454
0130-001,2011,07,14,15,1097,1132
0130-001,2011,07,14,16,1716,1648
0130-001,2011,07,14,17,1621,1698
0130-001,2011,07,14,18,1752,2298
0130-001,2011,07,14,19,1791,2296
0130-001,2011,07,14,20,1358,1747
0130-001,2011,07,14,21,1129,1368
0130-001,2011,07,14,22,1225,1305
0130-001,2011,07,14,23,906,749
0130-001,2011,07,14,24,584,477
0130-001,2011,07,15,01,381,312
0130-001,2011,07,15,02,252,205
0130-001,2011,07,15,03,184,163
0130-001,2011,07,15,04,155,143
0130-001,2011,07,15,05,149,232
0130-001,2011,07,15,06,351,385
0130-001,2011,07,15,07,1069,749
0130-001,2011,07,15,08,1287,936
0130-001,2011,07,15,09,1345,1261
0130-001,2011,07,15,10,1658,1660
0130-001,2011,07,15,11,1713,1687
0130-001,2011,07,15,12,1165,1202
0130-001,2011,07,15,13,1370,1440
0130-001,2011,07,15,14,1762,1877
0130-001,2011,07,15,15,1370,1350
0130-001,2011,07,15,16,1002,1013
0130-001,2011,07,15,17,1091,1198
0130-001,2011,07,15,18,1798,2166
0130-001,2011,07,15,19,1672,1972
0130-001,2011,07,15,20,1284,1737
0130-001,2011,07,15,21,861,1051
0130-001,2011,07,15,22,736,768
0130-001,2011,07,15,23,596,462
0130-001,2011,07,15,24,446,360
0130-001,2011,07,16,01,319,253
0130-001,2011,07,16,02,306,244
0130-001,2011,07,16,03,214,198
0130-001,2011,07,16,04,190,173
0130-001,2011,07,16,05,217,256
0130-001,2011,07,16,06,354,387
0130-001,2011,07,16,07,859,680
0130-001,2011,07,16,08,1866,1734
0130-001,2011,07,16,09,2232,2257
0130-001,2011,07,16,10,1822,2021
0130-001,2011,07,16,11,1704,2062
0130-001,2011,07,16,12,1568,1976
0130-001,2011,07,16,13,1532,1920
0130-001,2011,07,16,14,1487,1832
0130-001,2011,07,16,15,1559,1865
0130-001,2011,07,16,16,1768,2068
0130-001,2011,07,16,17,2086,2200
0130-001,2011,07,16,18,1851,1886
0130-001,2011,07,16,19,1919,1916
0130-001,2011,07,16,20,1726,1770
0130-001,2011,07,16,21,1919,1650
0130-001,2011,07,16,22,2036,1625
0130-001,2011,07,16,23,1337,1043
0130-001,2011,07,16,24,936,746
0130-001,2011,07,17,01,721,607
0130-001,2011,07,17,02,524,416
0130-001,2011,07,17,03,292,277
0130-001,2011,07,17,04,303,247
0130-001,2011,07,17,05,267,265
0130-001,2011,07,17,06,474,574
0130-001,2011,07,17,07,742,632
0130-001,2011,07,17,08,774,700
0130-001,2011,07,17,09,1041,1338
0130-001,2011,07,17,10,1282,1422
0130-001,2011,07,17,11,1177,1525
0130-001,2011,07,17,12,1209,1504
0130-001,2011,07,17,13,1172,1257
0130-001,2011,07,17,14,1239,1136
0130-001,2011,07,17,15,1325,1093
0130-001,2011,07,17,16,1417,1143
0130-001,2011,07,17,17,1161,951
0130-001,2011,07,17,18,914,680
0130-001,2011,07,17,19,789,551
0130-001,2011,07,17,20,760,575
0130-001,2011,07,17,21,899,697
0130-001,2011,07,17,22,566,402
0130-001,2011,07,17,23,351,265
0130-001,2011,07,17,24,372,292
0130-001,2011,07,18,01,216,161
0130-001,2011,07,18,02,161,154
0130-001,2011,07,18,03,118,110
0130-001,2011,07,18,04,83,88
0130-001,2011,07,18,05,111,166
0130-001,2011,07,18,06,234,275
0130-001,2011,07,18,07,1012,662
0130-001,2011,07,18,08,1304,923
0130-001,2011,07,18,09,1360,1350
0130-001,2011,07,18,10,984,1020
0130-001,2011,07,18,11,1151,1129
0130-001,2011,07,18,12,895,947
0130-001,2011,07,18,13,705,659
0130-001,2011,07,18,14,685,692
0130-001,2011,07,18,15,851,840
0130-001,2011,07,18,16,625,662
0130-001,2011,07,18,17,792,861
0130-001,2011,07,18,18,829,1097
0130-001,2011,07,18,19,1087,1354
0130-001,2011,07,18,20,628,769
0130-001,2011,07,18,21,712,888
0130-001,2011,07,18,22,1033,1133
0130-001,2011,07,18,23,790,608
0130-001,2011,07,18,24,456,344
0130-001,2011,07,19,01,334,285
0130-001,2011,07,19,02,239,208
0130-001,2011,07,19,03,157,140
0130-001,2011,07,19,04,163,161
0130-001,2011,07,19,05,185,249
0130-001,2011,07,19,06,420,470
0130-001,2011,07,19,07,1225,795
0130-001,2011,07,19,08,2000,1415
0130-001,2011,07,19,09,816,753
0130-001,2011,07,19,10,998,1010
0130-001,2011,07,19,11,1133,1066
0130-001,2011,07,19,12,846,828
0130-001,2011,07,19,13,968,956
0130-001,2011,07,19,14,780,801
0130-001,2011,07,19,15,1069,1073
0130-001,2011,07,19,16,914,918
0130-001,2011,07,19,17,1097,1179
0130-001,2011,07,19,18,998,1272
0130-001,2011,07,19,19,1117,1572
0130-001,2011,07,19,20,882,1143
0130-001,2011,07,19,21,989,1179
0130-001,2011,07,19,22,1198,1216
0130-001,2011,07,19,23,912,751
0130-001,2011,07,19,24,640,500
0130-001,2011,07,20,01,410,336
0130-001,2011,07,20,02,268,213
0130-001,2011,07,20,03,193,178
0130-001,2011,07,20,04,133,124
0130-001,2011,07,20,05,161,238
0130-001,2011,07,20,06,429,542
0130-001,2011,07,20,07,1201,895
0130-001,2011,07,20,08,1908,1430
0130-001,2011,07,20,09,1830,1681
0130-001,2011,07,20,10,1476,1427
0130-001,2011,07,20,11,1055,1020
0130-001,2011,07,20,12,1073,1055
0130-001,2011,07,20,13,768,822
