Date,Weekday,Time,Traffic
2014-04-01,3 ,18,2284
2014-04-01,3 ,19,2037
2014-04-01,3 ,20,1590
2014-04-01,3 ,21,1361
2014-04-01,3 ,22,858
2014-04-01,3 ,23,545
2014-04-02,4 ,0,348
2014-04-02,4 ,1,241
2014-04-02,4 ,2,223
2014-04-02,4 ,3,198
2014-04-02,4 ,4,220
2014-04-02,4 ,5,396
2014-04-02,4 ,6,867
2014-04-02,4 ,7,1589
2014-04-02,4 ,8,1892
2014-04-02,4 ,9,1662
2014-04-02,4 ,10,1737
2014-04-02,4 ,11,1653
2014-04-02,4 ,12,1674
2014-04-02,4 ,13,1940
2014-04-02,4 ,14,2064
2014-04-02,4 ,15,2133
2014-04-02,4 ,16,2267
2014-04-02,4 ,17,2353
2014-04-02,4 ,18,2319
2014-04-02,4 ,19,2270
2014-04-02,4 ,20,1605
2014-04-02,4 ,21,1289
2014-04-02,4 ,22,903
2014-04-02,4 ,23,520
2014-04-03,5 ,0,397
2014-04-03,5 ,1,255
2014-04-03,5 ,2,217
2014-04-03,5 ,3,179
2014-04-03,5 ,4,219
2014-04-03,5 ,5,370
2014-04-03,5 ,6,821
2014-04-03,5 ,7,1578
2014-04-03,5 ,8,1817
2014-04-03,5 ,9,1723
2014-04-03,5 ,10,1804
2014-04-03,5 ,11,1664
2014-04-03,5 ,12,1602
2014-04-03,5 ,13,1923
2014-04-03,5 ,14,2112
2014-04-03,5 ,15,2090
2014-04-03,5 ,16,2156
2014-04-03,5 ,17,2342
2014-04-03,5 ,18,2331
2014-04-03,5 ,19,1974
2014-04-03,5 ,20,1424
2014-04-03,5 ,21,1355
2014-04-03,5 ,22,864
2014-04-03,5 ,23,493
2014-04-04,6 ,0,341
2014-04-04,6 ,1,234
2014-04-04,6 ,2,210
2014-04-04,6 ,3,183
2014-04-04,6 ,4,216
2014-04-04,6 ,5,405
2014-04-04,6 ,6,822
2014-04-04,6 ,7,1577
2014-04-04,6 ,8,1911
2014-04-04,6 ,9,1728
2014-04-04,6 ,10,1676
2014-04-04,6 ,11,1797
2014-04-04,6 ,12,1766
2014-04-04,6 ,13,1969
2014-04-04,6 ,14,2190
2014-04-04,6 ,15,2277
2014-04-04,6 ,16,2234
2014-04-04,6 ,17,2473
2014-04-04,6 ,18,2322
2014-04-04,6 ,19,2195
2014-04-04,6 ,20,1953
2014-04-04,6 ,21,1535
2014-04-04,6 ,22,1029
2014-04-04,6 ,23,647
2014-04-05,7 ,0,423
2014-04-05,7 ,1,298
2014-04-05,7 ,2,234
2014-04-05,7 ,3,205
2014-04-05,7 ,4,210
2014-04-05,7 ,5,353
2014-04-05,7 ,6,703
2014-04-05,7 ,7,1002
2014-04-05,7 ,8,1465
2014-04-05,7 ,9,1601
2014-04-05,7 ,10,1728
2014-04-05,7 ,11,1802
2014-04-05,7 ,12,1861
2014-04-05,7 ,13,2040
2014-04-05,7 ,14,2206
2014-04-05,7 ,15,2245
2014-04-05,7 ,16,2295
2014-04-05,7 ,17,2340
2014-04-05,7 ,18,2338
2014-04-05,7 ,19,2294
2014-04-05,7 ,20,1808
2014-04-05,7 ,21,1364
2014-04-05,7 ,22,871
2014-04-05,7 ,23,565
2014-04-06,1 ,0,345
2014-04-06,1 ,1,216
2014-04-06,1 ,2,154
2014-04-06,1 ,3,138
2014-04-06,1 ,4,150
2014-04-06,1 ,5,208
2014-04-06,1 ,6,368
2014-04-06,1 ,7,578
2014-04-06,1 ,8,851
2014-04-06,1 ,9,1185
2014-04-06,1 ,10,1500
2014-04-06,1 ,11,1501
2014-04-06,1 ,12,1824
2014-04-06,1 ,13,2197
2014-04-06,1 ,14,2321
2014-04-06,1 ,15,2409
2014-04-06,1 ,16,2484
2014-04-06,1 ,17,2361
2014-04-06,1 ,18,2331
2014-04-06,1 ,19,2377
2014-04-06,1 ,20,2196
2014-04-06,1 ,21,1651
2014-04-06,1 ,22,1059
2014-04-06,1 ,23,589
2014-04-07,2 ,0,339
2014-04-07,2 ,1,200
2014-04-07,2 ,2,172
2014-04-07,2 ,3,125
2014-04-07,2 ,4,224
2014-04-07,2 ,5,417
2014-04-07,2 ,6,905
2014-04-07,2 ,7,1762
2014-04-07,2 ,8,1927
2014-04-07,2 ,9,1730
2014-04-07,2 ,10,1736
2014-04-07,2 ,11,1746
2014-04-07,2 ,12,1659
2014-04-07,2 ,13,1915
2014-04-07,2 ,14,2106
2014-04-07,2 ,15,2185
2014-04-07,2 ,16,2069
2014-04-07,2 ,17,2322
2014-04-07,2 ,18,2223
2014-04-07,2 ,19,2165
2014-04-07,2 ,20,1560
2014-04-07,2 ,21,1429
2014-04-07,2 ,22,788
2014-04-07,2 ,23,521
2014-04-08,3 ,0,369
2014-04-08,3 ,1,289
2014-04-08,3 ,2,219
2014-04-08,3 ,3,190
2014-04-08,3 ,4,217
2014-04-08,3 ,5,388
2014-04-08,3 ,6,910
2014-04-08,3 ,7,1649
2014-04-08,3 ,8,1922
2014-04-08,3 ,9,1766
2014-04-08,3 ,10,1690
2014-04-08,3 ,11,1764
2014-04-08,3 ,12,1664
2014-04-08,3 ,13,1944
2014-04-08,3 ,14,2237
2014-04-08,3 ,15,2222
2014-04-08,3 ,16,2266
2014-04-08,3 ,17,2370
2014-04-08,3 ,18,2222
2014-04-08,3 ,19,2148
2014-04-08,3 ,20,1666
2014-04-08,3 ,21,1435
2014-04-08,3 ,22,843
2014-04-08,3 ,23,520
2014-04-09,4 ,0,376
2014-04-09,4 ,1,257
2014-04-09,4 ,2,205
2014-04-09,4 ,3,193
2014-04-09,4 ,4,215
2014-04-09,4 ,5,377
2014-04-09,4 ,6,920
2014-04-09,4 ,7,1596
2014-04-09,4 ,8,1948
2014-04-09,4 ,9,1615
2014-04-09,4 ,10,1741
2014-04-09,4 ,11,1636
2014-04-09,4 ,12,1634
2014-04-09,4 ,13,1879
2014-04-09,4 ,14,2085
2014-04-09,4 ,15,2150
2014-04-09,4 ,16,2239
2014-04-09,4 ,17,2433
2014-04-09,4 ,18,2316
2014-04-09,4 ,19,2205
2014-04-09,4 ,20,1639
2014-04-09,4 ,21,1359
2014-04-09,4 ,22,962
2014-04-09,4 ,23,528
2014-04-10,5 ,0,326
2014-04-10,5 ,1,297
2014-04-10,5 ,2,201
2014-04-10,5 ,3,190
2014-04-10,5 ,4,230
2014-04-10,5 ,5,355
2014-04-10,5 ,6,919
2014-04-10,5 ,7,1611
2014-04-10,5 ,8,1906
2014-04-10,5 ,9,1679
2014-04-10,5 ,10,1764
2014-04-10,5 ,11,1671
2014-04-10,5 ,12,1658
2014-04-10,5 ,13,1965
2014-04-10,5 ,14,2124
2014-04-10,5 ,15,2279
2014-04-10,5 ,16,2268
2014-04-10,5 ,17,2444
2014-04-10,5 ,18,2351
2014-04-10,5 ,19,2137
2014-04-10,5 ,20,1625
2014-04-10,5 ,21,1476
2014-04-10,5 ,22,853
2014-04-10,5 ,23,593
2014-04-11,6 ,0,357
2014-04-11,6 ,1,283
2014-04-11,6 ,2,241
2014-04-11,6 ,3,224
2014-04-11,6 ,4,254
2014-04-11,6 ,5,417
2014-04-11,6 ,6,903
2014-04-11,6 ,7,1597
2014-04-11,6 ,8,1848
2014-04-11,6 ,9,1747
2014-04-11,6 ,10,1805
2014-04-11,6 ,11,1779
2014-04-11,6 ,12,1686
2014-04-11,6 ,13,2013
2014-04-11,6 ,14,2198
2014-04-11,6 ,15,2245
2014-04-11,6 ,16,2288
2014-04-11,6 ,17,2393
2014-04-11,6 ,18,2288
2014-04-11,6 ,19,2357
2014-04-11,6 ,20,2026
2014-04-11,6 ,21,1689
2014-04-11,6 ,22,1012
2014-04-11,6 ,23,691
2014-04-12,7 ,0,429
2014-04-12,7 ,1,322
2014-04-12,7 ,2,264
2014-04-12,7 ,3,210
2014-04-12,7 ,4,238
2014-04-12,7 ,5,385
2014-04-12,7 ,6,682
2014-04-12,7 ,7,1009
2014-04-12,7 ,8,1409
2014-04-12,7 ,9,1620
2014-04-12,7 ,10,1686
2014-04-12,7 ,11,1777
2014-04-12,7 ,12,1752
2014-04-12,7 ,13,2020
2014-04-12,7 ,14,2169
2014-04-12,7 ,15,2200
2014-04-12,7 ,16,2454
2014-04-12,7 ,17,2375
2014-04-12,7 ,18,2395
2014-04-12,7 ,19,1880
2014-04-12,7 ,20,1647
2014-04-12,7 ,21,1392
2014-04-12,7 ,22,893
2014-04-12,7 ,23,531
2014-04-13,1 ,0,356
2014-04-13,1 ,1,244
2014-04-13,1 ,2,211
2014-04-13,1 ,3,131
2014-04-13,1 ,4,151
2014-04-13,1 ,5,217
2014-04-13,1 ,6,386
2014-04-13,1 ,7,527
2014-04-13,1 ,8,851
2014-04-13,1 ,9,1090
2014-04-13,1 ,10,1419
2014-04-13,1 ,11,1448
2014-04-13,1 ,12,1681
2014-04-13,1 ,13,1906
2014-04-13,1 ,14,2108
2014-04-13,1 ,15,2089
2014-04-13,1 ,16,2272
2014-04-13,1 ,17,2283
2014-04-13,1 ,18,2272
2014-04-13,1 ,19,2191
2014-04-13,1 ,20,2054
2014-04-13,1 ,21,1578
2014-04-13,1 ,22,910
2014-04-13,1 ,23,551
2014-04-14,2 ,0,308
2014-04-14,2 ,1,215
2014-04-14,2 ,2,148
2014-04-14,2 ,3,129
2014-04-14,2 ,4,245
2014-04-14,2 ,5,423
2014-04-14,2 ,6,916
2014-04-14,2 ,7,1729
2014-04-14,2 ,8,1952
2014-04-14,2 ,9,1692
2014-04-14,2 ,10,1768
2014-04-14,2 ,11,1699
2014-04-14,2 ,12,1680
2014-04-14,2 ,13,1916
2014-04-14,2 ,14,2075
2014-04-14,2 ,15,2119
2014-04-14,2 ,16,2142
2014-04-14,2 ,17,2309
2014-04-14,2 ,18,2298
2014-04-14,2 ,19,2204
2014-04-14,2 ,20,1621
2014-04-14,2 ,21,1338
2014-04-14,2 ,22,816
2014-04-14,2 ,23,522
2014-04-15,3 ,0,335
2014-04-15,3 ,1,267
2014-04-15,3 ,2,214
2014-04-15,3 ,3,186
2014-04-15,3 ,4,244
2014-04-15,3 ,5,416
2014-04-15,3 ,6,900
2014-04-15,3 ,7,1681
2014-04-15,3 ,8,1887
2014-04-15,3 ,9,1731
2014-04-15,3 ,10,1755
2014-04-15,3 ,11,1723
2014-04-15,3 ,12,1741
2014-04-15,3 ,13,1998
2014-04-15,3 ,14,2187
2014-04-15,3 ,15,2200
2014-04-15,3 ,16,2335
2014-04-15,3 ,17,2172
2014-04-15,3 ,18,2168
2014-04-15,3 ,19,2129
2014-04-15,3 ,20,1688
2014-04-15,3 ,21,1472
2014-04-15,3 ,22,930
2014-04-15,3 ,23,540
2014-04-16,4 ,0,392
2014-04-16,4 ,1,283
2014-04-16,4 ,2,210
2014-04-16,4 ,3,199
2014-04-16,4 ,4,267
2014-04-16,4 ,5,368
2014-04-16,4 ,6,850
2014-04-16,4 ,7,1539
2014-04-16,4 ,8,2007
2014-04-16,4 ,9,1640
2014-04-16,4 ,10,1715
2014-04-16,4 ,11,1691
2014-04-16,4 ,12,1631
2014-04-16,4 ,13,1872
2014-04-16,4 ,14,2075
2014-04-16,4 ,15,2274
2014-04-16,4 ,16,2219
2014-04-16,4 ,17,2378
2014-04-16,4 ,18,2289
2014-04-16,4 ,19,2161
2014-04-16,4 ,20,1624
2014-04-16,4 ,21,1387
2014-04-16,4 ,22,942
2014-04-16,4 ,23,494
2014-04-17,5 ,0,337
2014-04-17,5 ,1,276
2014-04-17,5 ,2,213
2014-04-17,5 ,3,186
2014-04-17,5 ,4,215
2014-04-17,5 ,5,418
2014-04-17,5 ,6,874
2014-04-17,5 ,7,1599
2014-04-17,5 ,8,1934
2014-04-17,5 ,9,1631
2014-04-17,5 ,10,1730
2014-04-17,5 ,11,1715
2014-04-17,5 ,12,1660
2014-04-17,5 ,13,2093
2014-04-17,5 ,14,2195
2014-04-17,5 ,15,2163
2014-04-17,5 ,16,2197
2014-04-17,5 ,17,2384
2014-04-17,5 ,18,2192
2014-04-17,5 ,19,2098
2014-04-17,5 ,20,1600
2014-04-17,5 ,21,1345
2014-04-17,5 ,22,846
2014-04-17,5 ,23,495
2014-04-18,6 ,0,356
2014-04-18,6 ,1,241
2014-04-18,6 ,2,190
2014-04-18,6 ,3,192
2014-04-18,6 ,4,229
2014-04-18,6 ,5,396
2014-04-18,6 ,6,830
2014-04-18,6 ,7,1526
2014-04-18,6 ,8,1932
2014-04-18,6 ,9,1630
2014-04-18,6 ,10,1706
2014-04-18,6 ,11,1757
2014-04-18,6 ,12,1671
2014-04-18,6 ,13,2027
2014-04-18,6 ,14,2175
2014-04-18,6 ,15,2264
2014-04-18,6 ,16,2272
2014-04-18,6 ,17,2298
2014-04-18,6 ,18,2278
2014-04-18,6 ,19,2348
2014-04-18,6 ,20,1918
2014-04-18,6 ,21,1542
2014-04-18,6 ,22,1049
2014-04-18,6 ,23,613
2014-04-19,7 ,0,451
2014-04-19,7 ,1,326
2014-04-19,7 ,2,236
2014-04-19,7 ,3,200
2014-04-19,7 ,4,234
2014-04-19,7 ,5,425
2014-04-19,7 ,6,695
2014-04-19,7 ,7,1025
2014-04-19,7 ,8,1562
2014-04-19,7 ,9,1629
2014-04-19,7 ,10,1749
2014-04-19,7 ,11,1802
2014-04-19,7 ,12,1984
2014-04-19,7 ,13,2034
2014-04-19,7 ,14,2187
2014-04-19,7 ,15,2226
2014-04-19,7 ,16,2248
2014-04-19,7 ,17,2344
2014-04-19,7 ,18,2391
2014-04-19,7 ,19,1978
2014-04-19,7 ,20,1475
2014-04-19,7 ,21,1314
2014-04-19,7 ,22,862
2014-04-19,7 ,23,573
2014-04-20,1 ,0,320
2014-04-20,1 ,1,223
2014-04-20,1 ,2,188
2014-04-20,1 ,3,170
2014-04-20,1 ,4,171
2014-04-20,1 ,5,252
2014-04-20,1 ,6,373
2014-04-20,1 ,7,609
2014-04-20,1 ,8,1010
2014-04-20,1 ,9,1179
2014-04-20,1 ,10,1467
2014-04-20,1 ,11,1476
2014-04-20,1 ,12,1674
2014-04-20,1 ,13,1853
2014-04-20,1 ,14,2285
2014-04-20,1 ,15,2306
2014-04-20,1 ,16,2355
2014-04-20,1 ,17,2461
2014-04-20,1 ,18,2387
2014-04-20,1 ,19,2225
2014-04-20,1 ,20,1926
2014-04-20,1 ,21,1442
2014-04-20,1 ,22,832
2014-04-20,1 ,23,464
2014-04-21,2 ,0,299
2014-04-21,2 ,1,214
2014-04-21,2 ,2,136
2014-04-21,2 ,3,131
2014-04-21,2 ,4,188
2014-04-21,2 ,5,402
2014-04-21,2 ,6,940
2014-04-21,2 ,7,1708
2014-04-21,2 ,8,2016
2014-04-21,2 ,9,1727
2014-04-21,2 ,10,1814
2014-04-21,2 ,11,1763
2014-04-21,2 ,12,1666
2014-04-21,2 ,13,1967
2014-04-21,2 ,14,2206
2014-04-21,2 ,15,2121
2014-04-21,2 ,16,2182
2014-04-21,2 ,17,2347
2014-04-21,2 ,18,2420
2014-04-21,2 ,19,2076
2014-04-21,2 ,20,1596
2014-04-21,2 ,21,1392
2014-04-21,2 ,22,825
2014-04-21,2 ,23,496
2014-04-22,3 ,0,354
2014-04-22,3 ,1,237
2014-04-22,3 ,2,205
2014-04-22,3 ,3,205
2014-04-22,3 ,4,200
2014-04-22,3 ,5,399
2014-04-22,3 ,6,930
2014-04-22,3 ,7,1622
2014-04-22,3 ,8,1937
2014-04-22,3 ,9,1642
2014-04-22,3 ,10,1780
2014-04-22,3 ,11,1688
2014-04-22,3 ,12,1633
2014-04-22,3 ,13,1994
2014-04-22,3 ,14,2152
2014-04-22,3 ,15,2074
2014-04-22,3 ,16,2098
2014-04-22,3 ,17,2205
2014-04-22,3 ,18,2213
2014-04-22,3 ,19,2258
2014-04-22,3 ,20,1620
2014-04-22,3 ,21,1476
2014-04-22,3 ,22,858
2014-04-22,3 ,23,530
2014-04-23,4 ,0,334
2014-04-23,4 ,1,278
2014-04-23,4 ,2,195
2014-04-23,4 ,3,183
2014-04-23,4 ,4,223
2014-04-23,4 ,5,397
2014-04-23,4 ,6,873
2014-04-23,4 ,7,1605
2014-04-23,4 ,8,1968
2014-04-23,4 ,9,1682
2014-04-23,4 ,10,1734
2014-04-23,4 ,11,1659
2014-04-23,4 ,12,1636
2014-04-23,4 ,13,2026
2014-04-23,4 ,14,2114
2014-04-23,4 ,15,2245
2014-04-23,4 ,16,2206
2014-04-23,4 ,17,2384
2014-04-23,4 ,18,2332
2014-04-23,4 ,19,2239
2014-04-23,4 ,20,1656
2014-04-23,4 ,21,1426
2014-04-23,4 ,22,893
2014-04-23,4 ,23,532
2014-04-24,5 ,0,375
2014-04-24,5 ,1,267
2014-04-24,5 ,2,191
2014-04-24,5 ,3,188
2014-04-24,5 ,4,241
2014-04-24,5 ,5,394
2014-04-24,5 ,6,905
2014-04-24,5 ,7,1616
2014-04-24,5 ,8,1889
2014-04-24,5 ,9,1643
2014-04-24,5 ,10,1699
2014-04-24,5 ,11,1745
2014-04-24,5 ,12,1742
2014-04-24,5 ,13,1934
2014-04-24,5 ,14,2102
2014-04-24,5 ,15,2269
2014-04-24,5 ,16,2319
2014-04-24,5 ,17,2389
2014-04-24,5 ,18,2403
2014-04-24,5 ,19,2051
2014-04-24,5 ,20,1735
2014-04-24,5 ,21,1469
2014-04-24,5 ,22,928
2014-04-24,5 ,23,539
2014-04-25,6 ,0,388
2014-04-25,6 ,1,280
2014-04-25,6 ,2,203
2014-04-25,6 ,3,205
2014-04-25,6 ,4,200
2014-04-25,6 ,5,413
2014-04-25,6 ,6,876
2014-04-25,6 ,7,1682
2014-04-25,6 ,8,1809
2014-04-25,6 ,9,1715
2014-04-25,6 ,10,1766
2014-04-25,6 ,11,1784
2014-04-25,6 ,12,1759
2014-04-25,6 ,13,2062
2014-04-25,6 ,14,2131
2014-04-25,6 ,15,2176
2014-04-25,6 ,16,2280
2014-04-25,6 ,17,2439
2014-04-25,6 ,18,2359
2014-04-25,6 ,19,2334
2014-04-25,6 ,20,1978
2014-04-25,6 ,21,1722
2014-04-25,6 ,22,1054
2014-04-25,6 ,23,659
2014-04-26,7 ,0,437
2014-04-26,7 ,1,323
2014-04-26,7 ,2,258
2014-04-26,7 ,3,225
2014-04-26,7 ,4,238
2014-04-26,7 ,5,399
2014-04-26,7 ,6,679
2014-04-26,7 ,7,985
2014-04-26,7 ,8,1497
2014-04-26,7 ,9,1554
2014-04-26,7 ,10,1590
2014-04-26,7 ,11,1741
2014-04-26,7 ,12,1903
2014-04-26,7 ,13,2038
2014-04-26,7 ,14,2132
2014-04-26,7 ,15,2211
2014-04-26,7 ,16,2292
2014-04-26,7 ,17,2405
2014-04-26,7 ,18,2424
2014-04-26,7 ,19,2337
2014-04-26,7 ,20,1802
2014-04-26,7 ,21,1398
2014-04-26,7 ,22,856
2014-04-26,7 ,23,580
2014-04-27,1 ,0,431
2014-04-27,1 ,1,252
2014-04-27,1 ,2,197
2014-04-27,1 ,3,162
2014-04-27,1 ,4,178
2014-04-27,1 ,5,230
2014-04-27,1 ,6,328
2014-04-27,1 ,7,535
2014-04-27,1 ,8,798
2014-04-27,1 ,9,1100
2014-04-27,1 ,10,1377
2014-04-27,1 ,11,1513
2014-04-27,1 ,12,1647
2014-04-27,1 ,13,1831
2014-04-27,1 ,14,1984
2014-04-27,1 ,15,2146
2014-04-27,1 ,16,2197
2014-04-27,1 ,17,2144
2014-04-27,1 ,18,2021
2014-04-27,1 ,19,1725
2014-04-27,1 ,20,1594
2014-04-27,1 ,21,1141
2014-04-27,1 ,22,735
2014-04-27,1 ,23,425
2014-04-28,2 ,0,301
2014-04-28,2 ,1,182
2014-04-28,2 ,2,144
2014-04-28,2 ,3,119
2014-04-28,2 ,4,194
2014-04-28,2 ,5,370
2014-04-28,2 ,6,813
2014-04-28,2 ,7,1643
2014-04-28,2 ,8,1912
2014-04-28,2 ,9,1615
2014-04-28,2 ,10,1710
2014-04-28,2 ,11,1760
2014-04-28,2 ,12,1667
2014-04-28,2 ,13,1986
2014-04-28,2 ,14,1892
2014-04-28,2 ,15,1978
2014-04-28,2 ,16,2058
2014-04-28,2 ,17,2228
2014-04-28,2 ,18,2217
2014-04-28,2 ,19,1816
2014-04-28,2 ,20,1419
2014-04-28,2 ,21,1262
2014-04-28,2 ,22,835
2014-04-28,2 ,23,536
2014-04-29,3 ,0,326
2014-04-29,3 ,1,250
2014-04-29,3 ,2,192
2014-04-29,3 ,3,173
2014-04-29,3 ,4,190
2014-04-29,3 ,5,385
2014-04-29,3 ,6,833
2014-04-29,3 ,7,1612
2014-04-29,3 ,8,1880
2014-04-29,3 ,9,1618
2014-04-29,3 ,10,1759
2014-04-29,3 ,11,1792
2014-04-29,3 ,12,1789
2014-04-29,3 ,13,1665
2014-04-29,3 ,14,2036
2014-04-29,3 ,15,2184
2014-04-29,3 ,16,2116
2014-04-29,3 ,17,2385
2014-04-29,3 ,18,2329
2014-04-29,3 ,19,2037
2014-04-29,3 ,20,1662
2014-04-29,3 ,21,1457
2014-04-29,3 ,22,907
2014-04-29,3 ,23,526
2014-04-30,4 ,0,366
2014-04-30,4 ,1,272
2014-04-30,4 ,2,232
2014-04-30,4 ,3,206
2014-04-30,4 ,4,212
2014-04-30,4 ,5,398
2014-04-30,4 ,6,891
2014-04-30,4 ,7,1601
2014-04-30,4 ,8,2014
2014-04-30,4 ,9,1717
2014-04-30,4 ,10,1761
2014-04-30,4 ,11,1791
2014-04-30,4 ,12,1758
2014-04-30,4 ,13,1970
2014-04-30,4 ,14,2126
2014-04-30,4 ,15,2154
2014-04-30,4 ,16,2230
2014-04-30,4 ,17,2429
2014-04-30,4 ,18,2304
2014-04-30,4 ,19,2268
2014-04-30,4 ,20,1870
2014-04-30,4 ,21,1517
2014-04-30,4 ,22,973
2014-04-30,4 ,23,589
2014-05-01,5 ,0,420
2014-05-01,5 ,1,316
2014-05-01,5 ,2,229
2014-05-01,5 ,3,216
2014-05-01,5 ,4,212
2014-05-01,5 ,5,308
2014-05-01,5 ,6,762
2014-05-01,5 ,7,1152
2014-05-01,5 ,8,1488
2014-05-01,5 ,9,1564
2014-05-01,5 ,10,1566
2014-05-01,5 ,11,1618
2014-05-01,5 ,12,1722
2014-05-01,5 ,13,1901
2014-05-01,5 ,14,2034
2014-05-01,5 ,15,2216
2014-05-01,5 ,16,2226
2014-05-01,5 ,17,2376
2014-05-01,5 ,18,2299
2014-05-01,5 ,19,2005
2014-05-01,5 ,20,1622
2014-05-01,5 ,21,1340
2014-05-01,5 ,22,835
2014-05-01,5 ,23,460
2014-05-02,6 ,0,353
2014-05-02,6 ,1,240
2014-05-02,6 ,2,236
2014-05-02,6 ,3,189
2014-05-02,6 ,4,193
2014-05-02,6 ,5,402
2014-05-02,6 ,6,856
2014-05-02,6 ,7,1575
2014-05-02,6 ,8,1885
2014-05-02,6 ,9,1755
2014-05-02,6 ,10,1754
2014-05-02,6 ,11,1855
2014-05-02,6 ,12,1757
2014-05-02,6 ,13,2012
2014-05-02,6 ,14,2174
2014-05-02,6 ,15,2219
2014-05-02,6 ,16,2106
2014-05-02,6 ,17,2156
2014-05-02,6 ,18,2267
2014-05-02,6 ,19,2292
2014-05-02,6 ,20,1979
2014-05-02,6 ,21,1539
2014-05-02,6 ,22,999
2014-05-02,6 ,23,615
2014-05-03,7 ,0,414
2014-05-03,7 ,1,296
2014-05-03,7 ,2,217
2014-05-03,7 ,3,206
2014-05-03,7 ,4,209
2014-05-03,7 ,5,395
2014-05-03,7 ,6,709
2014-05-03,7 ,7,1008
2014-05-03,7 ,8,1281
2014-05-03,7 ,9,1384
2014-05-03,7 ,10,1433
2014-05-03,7 ,11,1499
2014-05-03,7 ,12,1607
2014-05-03,7 ,13,1612
2014-05-03,7 ,14,1698
2014-05-03,7 ,15,1917
2014-05-03,7 ,16,2069
2014-05-03,7 ,17,2104
2014-05-03,7 ,18,2201
2014-05-03,7 ,19,2006
2014-05-03,7 ,20,1664
2014-05-03,7 ,21,1564
2014-05-03,7 ,22,1032
2014-05-03,7 ,23,632
2014-05-04,1 ,0,368
2014-05-04,1 ,1,269
2014-05-04,1 ,2,198
2014-05-04,1 ,3,131
2014-05-04,1 ,4,166
2014-05-04,1 ,5,239
2014-05-04,1 ,6,365
2014-05-04,1 ,7,546
2014-05-04,1 ,8,762
2014-05-04,1 ,9,1102
2014-05-04,1 ,10,1293
2014-05-04,1 ,11,1275
2014-05-04,1 ,12,1430
2014-05-04,1 ,13,1580
2014-05-04,1 ,14,1548
2014-05-04,1 ,15,2011
2014-05-04,1 ,16,2165
2014-05-04,1 ,17,2298
2014-05-04,1 ,18,2237
2014-05-04,1 ,19,2227
2014-05-04,1 ,20,2130
2014-05-04,1 ,21,1857
2014-05-04,1 ,22,1215
2014-05-04,1 ,23,853
2014-05-05,2 ,0,687
2014-05-05,2 ,1,564
2014-05-05,2 ,2,336
2014-05-05,2 ,3,206
2014-05-05,2 ,4,206
2014-05-05,2 ,5,314
2014-05-05,2 ,6,512
2014-05-05,2 ,7,754
2014-05-05,2 ,8,1010
2014-05-05,2 ,9,1261
2014-05-05,2 ,10,1676
2014-05-05,2 ,11,1926
2014-05-05,2 ,12,2033
2014-05-05,2 ,13,2257
2014-05-05,2 ,14,2071
2014-05-05,2 ,15,2384
2014-05-05,2 ,16,2311
2014-05-05,2 ,17,2325
2014-05-05,2 ,18,2336
2014-05-05,2 ,19,2315
2014-05-05,2 ,20,2359
2014-05-05,2 ,21,2199
2014-05-05,2 ,22,2155
2014-05-05,2 ,23,2215
2014-05-06,3 ,0,1557
2014-05-06,3 ,1,1475
2014-05-06,3 ,2,966
2014-05-06,3 ,3,512
2014-05-06,3 ,4,289
2014-05-06,3 ,5,385
2014-05-06,3 ,6,692
2014-05-06,3 ,7,957
2014-05-06,3 ,8,1345
2014-05-06,3 ,9,1657
2014-05-06,3 ,10,2019
2014-05-06,3 ,11,2210
2014-05-06,3 ,12,2363
2014-05-06,3 ,13,2191
2014-05-06,3 ,14,2375
2014-05-06,3 ,15,2380
2014-05-06,3 ,16,2347
2014-05-06,3 ,17,2245
2014-05-06,3 ,18,2339
2014-05-06,3 ,19,2272
2014-05-06,3 ,20,1912
2014-05-06,3 ,21,1684
2014-05-06,3 ,22,1102
2014-05-06,3 ,23,744
2014-05-07,4 ,0,358
2014-05-07,4 ,1,260
2014-05-07,4 ,2,168
2014-05-07,4 ,3,146
2014-05-07,4 ,4,197
2014-05-07,4 ,5,407
2014-05-07,4 ,6,943
2014-05-07,4 ,7,1775
2014-05-07,4 ,8,1996
2014-05-07,4 ,9,1701
2014-05-07,4 ,10,1825
2014-05-07,4 ,11,1727
2014-05-07,4 ,12,1672
2014-05-07,4 ,13,1873
2014-05-07,4 ,14,2065
2014-05-07,4 ,15,2212
2014-05-07,4 ,16,2221
2014-05-07,4 ,17,2454
2014-05-07,4 ,18,2287
2014-05-07,4 ,19,2203
2014-05-07,4 ,20,1695
2014-05-07,4 ,21,1431
2014-05-07,4 ,22,893
2014-05-07,4 ,23,565
2014-05-08,5 ,0,390
2014-05-08,5 ,1,289
2014-05-08,5 ,2,227
2014-05-08,5 ,3,204
2014-05-08,5 ,4,209
2014-05-08,5 ,5,399
2014-05-08,5 ,6,865
2014-05-08,5 ,7,1622
2014-05-08,5 ,8,1958
2014-05-08,5 ,9,1761
2014-05-08,5 ,10,1797
2014-05-08,5 ,11,1725
2014-05-08,5 ,12,1702
2014-05-08,5 ,13,1992
2014-05-08,5 ,14,2119
2014-05-08,5 ,15,2231
2014-05-08,5 ,16,2284
2014-05-08,5 ,17,2414
2014-05-08,5 ,18,2138
2014-05-08,5 ,19,2188
2014-05-08,5 ,20,1692
2014-05-08,5 ,21,1452
2014-05-08,5 ,22,952
2014-05-08,5 ,23,521
2014-05-09,6 ,0,375
