Date,Weekday,Time,Traffic
2014-07-01,3 ,6,897
2014-07-01,3 ,7,1602
2014-07-01,3 ,8,1901
2014-07-01,3 ,9,1639
2014-07-01,3 ,10,1776
2014-07-01,3 ,11,1698
2014-07-01,3 ,12,1703
2014-07-01,3 ,13,1950
2014-07-01,3 ,14,2089
2014-07-01,3 ,15,2032
2014-07-01,3 ,16,2216
2014-07-01,3 ,17,2387
2014-07-01,3 ,18,2293
2014-07-01,3 ,19,2105
2014-07-01,3 ,20,1653
2014-07-01,3 ,21,1450
2014-07-01,3 ,22,889
2014-07-01,3 ,23,550
2014-07-02,4 ,0,397
2014-07-02,4 ,1,270
2014-07-02,4 ,2,203
2014-07-02,4 ,3,182
2014-07-02,4 ,4,224
2014-07-02,4 ,5,460
2014-07-02,4 ,6,858
2014-07-02,4 ,7,1595
2014-07-02,4 ,8,1849
2014-07-02,4 ,9,1752
2014-07-02,4 ,10,1794
2014-07-02,4 ,11,1710
2014-07-02,4 ,12,1736
2014-07-02,4 ,13,1871
2014-07-02,4 ,14,1973
2014-07-02,4 ,15,2283
2014-07-02,4 ,16,2150
2014-07-02,4 ,17,2426
2014-07-02,4 ,18,2314
2014-07-02,4 ,19,2179
2014-07-02,4 ,20,1567
2014-07-02,4 ,21,1433
2014-07-02,4 ,22,934
2014-07-02,4 ,23,497
2014-07-03,5 ,0,349
2014-07-03,5 ,1,264
2014-07-03,5 ,2,213
2014-07-03,5 ,3,167
2014-07-03,5 ,4,240
2014-07-03,5 ,5,389
2014-07-03,5 ,6,828
2014-07-03,5 ,7,1594
2014-07-03,5 ,8,1859
2014-07-03,5 ,9,1755
2014-07-03,5 ,10,1690
2014-07-03,5 ,11,1722
2014-07-03,5 ,12,1707
2014-07-03,5 ,13,1785
2014-07-03,5 ,14,2029
2014-07-03,5 ,15,2137
2014-07-03,5 ,16,2181
2014-07-03,5 ,17,2286
2014-07-03,5 ,18,2180
2014-07-03,5 ,19,2040
2014-07-03,5 ,20,1587
2014-07-03,5 ,21,1419
2014-07-03,5 ,22,912
2014-07-03,5 ,23,601
2014-07-04,6 ,0,374
2014-07-04,6 ,1,282
2014-07-04,6 ,2,210
2014-07-04,6 ,3,205
2014-07-04,6 ,4,258
2014-07-04,6 ,5,476
2014-07-04,6 ,6,894
2014-07-04,6 ,7,1592
2014-07-04,6 ,8,1973
2014-07-04,6 ,9,1780
2014-07-04,6 ,10,1785
2014-07-04,6 ,11,1828
2014-07-04,6 ,12,1773
2014-07-04,6 ,13,1984
2014-07-04,6 ,14,2161
2014-07-04,6 ,15,2217
2014-07-04,6 ,16,2190
2014-07-04,6 ,17,2391
2014-07-04,6 ,18,2069
2014-07-04,6 ,19,2243
2014-07-04,6 ,20,2028
2014-07-04,6 ,21,1748
2014-07-04,6 ,22,1121
2014-07-04,6 ,23,701
2014-07-05,7 ,0,459
2014-07-05,7 ,1,364
2014-07-05,7 ,2,244
2014-07-05,7 ,3,250
2014-07-05,7 ,4,232
2014-07-05,7 ,5,447
2014-07-05,7 ,6,735
2014-07-05,7 ,7,980
2014-07-05,7 ,8,1431
2014-07-05,7 ,9,1748
2014-07-05,7 ,10,1671
2014-07-05,7 ,11,1758
2014-07-05,7 ,12,1822
2014-07-05,7 ,13,2020
2014-07-05,7 ,14,2220
2014-07-05,7 ,15,2144
2014-07-05,7 ,16,2233
2014-07-05,7 ,17,2302
2014-07-05,7 ,18,2300
2014-07-05,7 ,19,1804
2014-07-05,7 ,20,1653
2014-07-05,7 ,21,1414
2014-07-05,7 ,22,998
2014-07-05,7 ,23,607
2014-07-06,1 ,0,412
2014-07-06,1 ,1,276
2014-07-06,1 ,2,184
2014-07-06,1 ,3,169
2014-07-06,1 ,4,168
2014-07-06,1 ,5,268
2014-07-06,1 ,6,375
2014-07-06,1 ,7,577
2014-07-06,1 ,8,881
2014-07-06,1 ,9,1198
2014-07-06,1 ,10,1447
2014-07-06,1 ,11,1529
2014-07-06,1 ,12,1755
2014-07-06,1 ,13,1937
2014-07-06,1 ,14,2173
2014-07-06,1 ,15,2311
2014-07-06,1 ,16,2437
2014-07-06,1 ,17,2376
2014-07-06,1 ,18,2413
2014-07-06,1 ,19,2070
2014-07-06,1 ,20,1820
2014-07-06,1 ,21,1473
2014-07-06,1 ,22,949
2014-07-06,1 ,23,549
2014-07-07,2 ,0,323
2014-07-07,2 ,1,210
2014-07-07,2 ,2,158
2014-07-07,2 ,3,135
2014-07-07,2 ,4,200
2014-07-07,2 ,5,459
2014-07-07,2 ,6,1005
2014-07-07,2 ,7,1709
2014-07-07,2 ,8,1839
2014-07-07,2 ,9,1804
2014-07-07,2 ,10,1769
2014-07-07,2 ,11,1728
2014-07-07,2 ,12,1646
2014-07-07,2 ,13,1893
2014-07-07,2 ,14,2072
2014-07-07,2 ,15,2119
2014-07-07,2 ,16,2154
2014-07-07,2 ,17,2284
2014-07-07,2 ,18,2011
2014-07-07,2 ,19,2040
2014-07-07,2 ,20,1691
2014-07-07,2 ,21,1448
2014-07-07,2 ,22,933
2014-07-07,2 ,23,582
2014-07-08,3 ,0,403
2014-07-08,3 ,1,292
2014-07-08,3 ,2,206
2014-07-08,3 ,3,202
2014-07-08,3 ,4,207
2014-07-08,3 ,5,480
2014-07-08,3 ,6,872
2014-07-08,3 ,7,1595
2014-07-08,3 ,8,1942
2014-07-08,3 ,9,1737
2014-07-08,3 ,10,1676
2014-07-08,3 ,11,1631
2014-07-08,3 ,12,1721
2014-07-08,3 ,13,1951
2014-07-08,3 ,14,2128
2014-07-08,3 ,15,2200
2014-07-08,3 ,16,2061
2014-07-08,3 ,17,2285
2014-07-08,3 ,18,2279
2014-07-08,3 ,19,2082
2014-07-08,3 ,20,1701
2014-07-08,3 ,21,1495
2014-07-08,3 ,22,927
2014-07-08,3 ,23,537
2014-07-09,4 ,0,375
2014-07-09,4 ,1,288
2014-07-09,4 ,2,234
2014-07-09,4 ,3,194
2014-07-09,4 ,4,214
2014-07-09,4 ,5,464
2014-07-09,4 ,6,876
2014-07-09,4 ,7,1558
2014-07-09,4 ,8,1951
2014-07-09,4 ,9,1729
2014-07-09,4 ,10,1694
2014-07-09,4 ,11,1709
2014-07-09,4 ,12,1732
2014-07-09,4 ,13,1915
2014-07-09,4 ,14,2062
2014-07-09,4 ,15,2156
2014-07-09,4 ,16,2165
2014-07-09,4 ,17,2321
2014-07-09,4 ,18,2196
2014-07-09,4 ,19,2109
2014-07-09,4 ,20,1578
2014-07-09,4 ,21,1388
2014-07-09,4 ,22,899
2014-07-09,4 ,23,524
2014-07-10,5 ,0,333
2014-07-10,5 ,1,273
2014-07-10,5 ,2,204
2014-07-10,5 ,3,185
2014-07-10,5 ,4,247
2014-07-10,5 ,5,466
2014-07-10,5 ,6,882
2014-07-10,5 ,7,1565
2014-07-10,5 ,8,1954
2014-07-10,5 ,9,1745
2014-07-10,5 ,10,1748
2014-07-10,5 ,11,1660
2014-07-10,5 ,12,1646
2014-07-10,5 ,13,1857
2014-07-10,5 ,14,2094
2014-07-10,5 ,15,2141
2014-07-10,5 ,16,2112
2014-07-10,5 ,17,2270
2014-07-10,5 ,18,1876
2014-07-10,5 ,19,2187
2014-07-10,5 ,20,1768
2014-07-10,5 ,21,1540
2014-07-10,5 ,22,1025
2014-07-10,5 ,23,560
2014-07-11,6 ,0,389
2014-07-11,6 ,1,304
2014-07-11,6 ,2,222
2014-07-11,6 ,3,210
2014-07-11,6 ,4,229
2014-07-11,6 ,5,461
2014-07-11,6 ,6,922
2014-07-11,6 ,7,1563
2014-07-11,6 ,8,1951
2014-07-11,6 ,9,1789
2014-07-11,6 ,10,1848
2014-07-11,6 ,11,1738
2014-07-11,6 ,12,1749
2014-07-11,6 ,13,1953
2014-07-11,6 ,14,2117
2014-07-11,6 ,15,2149
2014-07-11,6 ,16,2249
2014-07-11,6 ,17,2372
2014-07-11,6 ,18,2094
2014-07-11,6 ,19,2365
2014-07-11,6 ,20,2008
2014-07-11,6 ,21,1687
2014-07-11,6 ,22,1155
2014-07-11,6 ,23,755
2014-07-12,7 ,0,476
2014-07-12,7 ,1,341
2014-07-12,7 ,2,277
2014-07-12,7 ,3,232
2014-07-12,7 ,4,263
2014-07-12,7 ,5,463
2014-07-12,7 ,6,724
2014-07-12,7 ,7,1050
2014-07-12,7 ,8,1398
2014-07-12,7 ,9,1668
2014-07-12,7 ,10,1715
2014-07-12,7 ,11,1723
2014-07-12,7 ,12,1816
2014-07-12,7 ,13,1929
2014-07-12,7 ,14,1984
2014-07-12,7 ,15,2194
2014-07-12,7 ,16,2263
2014-07-12,7 ,17,2317
2014-07-12,7 ,18,2298
2014-07-12,7 ,19,1801
2014-07-12,7 ,20,1672
2014-07-12,7 ,21,1473
2014-07-12,7 ,22,1003
2014-07-12,7 ,23,614
2014-07-13,1 ,0,421
2014-07-13,1 ,1,254
2014-07-13,1 ,2,216
2014-07-13,1 ,3,160
2014-07-13,1 ,4,166
2014-07-13,1 ,5,233
2014-07-13,1 ,6,373
2014-07-13,1 ,7,524
2014-07-13,1 ,8,808
2014-07-13,1 ,9,1180
2014-07-13,1 ,10,1477
2014-07-13,1 ,11,1542
2014-07-13,1 ,12,1797
2014-07-13,1 ,13,2090
2014-07-13,1 ,14,2202
2014-07-13,1 ,15,2255
2014-07-13,1 ,16,2418
2014-07-13,1 ,17,2363
2014-07-13,1 ,18,2341
2014-07-13,1 ,19,2344
2014-07-13,1 ,20,2159
2014-07-13,1 ,21,2078
2014-07-13,1 ,22,1079
2014-07-13,1 ,23,624
2014-07-14,2 ,0,314
2014-07-14,2 ,1,214
2014-07-14,2 ,2,177
2014-07-14,2 ,3,158
2014-07-14,2 ,4,205
2014-07-14,2 ,5,483
2014-07-14,2 ,6,977
2014-07-14,2 ,7,1640
2014-07-14,2 ,8,1895
2014-07-14,2 ,9,1698
2014-07-14,2 ,10,1825
2014-07-14,2 ,11,1656
2014-07-14,2 ,12,1608
2014-07-14,2 ,13,1805
2014-07-14,2 ,14,2090
2014-07-14,2 ,15,2096
2014-07-14,2 ,16,2175
2014-07-14,2 ,17,2421
2014-07-14,2 ,18,2148
2014-07-14,2 ,19,2087
2014-07-14,2 ,20,1616
2014-07-14,2 ,21,1427
2014-07-14,2 ,22,865
2014-07-14,2 ,23,525
2014-07-15,3 ,0,343
2014-07-15,3 ,1,247
2014-07-15,3 ,2,237
2014-07-15,3 ,3,202
2014-07-15,3 ,4,234
2014-07-15,3 ,5,482
2014-07-15,3 ,6,908
2014-07-15,3 ,7,1575
2014-07-15,3 ,8,1878
2014-07-15,3 ,9,1871
2014-07-15,3 ,10,1708
2014-07-15,3 ,11,1756
2014-07-15,3 ,12,1612
2014-07-15,3 ,13,1874
2014-07-15,3 ,14,2175
2014-07-15,3 ,15,2090
2014-07-15,3 ,16,2119
2014-07-15,3 ,17,2349
2014-07-15,3 ,18,2118
2014-07-15,3 ,19,2112
2014-07-15,3 ,20,1660
2014-07-15,3 ,21,1505
2014-07-15,3 ,22,908
2014-07-15,3 ,23,601
2014-07-16,4 ,0,427
2014-07-16,4 ,1,287
2014-07-16,4 ,2,247
2014-07-16,4 ,3,223
2014-07-16,4 ,4,236
2014-07-16,4 ,5,447
2014-07-16,4 ,6,872
2014-07-16,4 ,7,1548
2014-07-16,4 ,8,1944
2014-07-16,4 ,9,1734
2014-07-16,4 ,10,1694
2014-07-16,4 ,11,1703
2014-07-16,4 ,12,1672
2014-07-16,4 ,13,1887
2014-07-16,4 ,14,2053
2014-07-16,4 ,15,2101
2014-07-16,4 ,16,2154
2014-07-16,4 ,17,2404
2014-07-16,4 ,18,2117
2014-07-16,4 ,19,2205
2014-07-16,4 ,20,1686
2014-07-16,4 ,21,1421
2014-07-16,4 ,22,914
2014-07-16,4 ,23,573
2014-07-17,5 ,0,411
2014-07-17,5 ,1,288
2014-07-17,5 ,2,245
2014-07-17,5 ,3,200
2014-07-17,5 ,4,227
2014-07-17,5 ,5,487
2014-07-17,5 ,6,903
2014-07-17,5 ,7,1515
2014-07-17,5 ,8,1989
2014-07-17,5 ,9,1750
2014-07-17,5 ,10,1762
2014-07-17,5 ,11,1683
2014-07-17,5 ,12,1688
2014-07-17,5 ,13,1926
2014-07-17,5 ,14,2152
2014-07-17,5 ,15,2097
2014-07-17,5 ,16,2166
2014-07-17,5 ,17,2391
2014-07-17,5 ,18,2117
2014-07-17,5 ,19,2204
2014-07-17,5 ,20,1710
2014-07-17,5 ,21,1475
2014-07-17,5 ,22,929
2014-07-17,5 ,23,578
2014-07-18,6 ,0,379
2014-07-18,6 ,1,286
2014-07-18,6 ,2,212
2014-07-18,6 ,3,212
2014-07-18,6 ,4,252
2014-07-18,6 ,5,390
2014-07-18,6 ,6,808
2014-07-18,6 ,7,1527
2014-07-18,6 ,8,1891
2014-07-18,6 ,9,1599
2014-07-18,6 ,10,1811
2014-07-18,6 ,11,1697
2014-07-18,6 ,12,1764
2014-07-18,6 ,13,1865
2014-07-18,6 ,14,2080
2014-07-18,6 ,15,2126
2014-07-18,6 ,16,2225
2014-07-18,6 ,17,2376
2014-07-18,6 ,18,2213
2014-07-18,6 ,19,2239
2014-07-18,6 ,20,1868
2014-07-18,6 ,21,1577
2014-07-18,6 ,22,1116
2014-07-18,6 ,23,673
2014-07-19,7 ,0,477
2014-07-19,7 ,1,379
2014-07-19,7 ,2,278
2014-07-19,7 ,3,260
2014-07-19,7 ,4,260
2014-07-19,7 ,5,430
2014-07-19,7 ,6,697
2014-07-19,7 ,7,1026
2014-07-19,7 ,8,1372
2014-07-19,7 ,9,1634
2014-07-19,7 ,10,1584
2014-07-19,7 ,11,1805
2014-07-19,7 ,12,1917
2014-07-19,7 ,13,1960
2014-07-19,7 ,14,1903
2014-07-19,7 ,15,2150
2014-07-19,7 ,16,2169
2014-07-19,7 ,17,2307
2014-07-19,7 ,18,2173
2014-07-19,7 ,19,1864
2014-07-19,7 ,20,1593
2014-07-19,7 ,21,1407
2014-07-19,7 ,22,984
2014-07-19,7 ,23,615
2014-07-20,1 ,0,406
2014-07-20,1 ,1,261
2014-07-20,1 ,2,192
2014-07-20,1 ,3,166
2014-07-20,1 ,4,189
2014-07-20,1 ,5,251
2014-07-20,1 ,6,405
2014-07-20,1 ,7,570
2014-07-20,1 ,8,846
2014-07-20,1 ,9,1122
2014-07-20,1 ,10,1406
2014-07-20,1 ,11,1569
2014-07-20,1 ,12,1699
2014-07-20,1 ,13,1891
2014-07-20,1 ,14,2173
2014-07-20,1 ,15,2349
2014-07-20,1 ,16,2355
2014-07-20,1 ,17,2287
2014-07-20,1 ,18,2314
2014-07-20,1 ,19,2147
2014-07-20,1 ,20,1839
2014-07-20,1 ,21,1549
2014-07-20,1 ,22,1023
2014-07-20,1 ,23,550
2014-07-21,2 ,0,333
2014-07-21,2 ,1,232
2014-07-21,2 ,2,177
2014-07-21,2 ,3,140
2014-07-21,2 ,4,216
2014-07-21,2 ,5,516
2014-07-21,2 ,6,967
2014-07-21,2 ,7,1678
2014-07-21,2 ,8,1921
2014-07-21,2 ,9,1776
2014-07-21,2 ,10,1802
2014-07-21,2 ,11,1773
2014-07-21,2 ,12,1708
2014-07-21,2 ,13,2017
2014-07-21,2 ,14,2058
2014-07-21,2 ,15,2156
2014-07-21,2 ,16,2090
2014-07-21,2 ,17,2314
2014-07-21,2 ,18,2152
2014-07-21,2 ,19,2156
2014-07-21,2 ,20,1600
2014-07-21,2 ,21,1453
2014-07-21,2 ,22,896
2014-07-21,2 ,23,524
2014-07-22,3 ,0,364
2014-07-22,3 ,1,245
2014-07-22,3 ,2,245
2014-07-22,3 ,3,185
2014-07-22,3 ,4,231
2014-07-22,3 ,5,476
2014-07-22,3 ,6,910
2014-07-22,3 ,7,1561
2014-07-22,3 ,8,1924
2014-07-22,3 ,9,1730
2014-07-22,3 ,10,1721
2014-07-22,3 ,11,1754
2014-07-22,3 ,12,1684
2014-07-22,3 ,13,1961
2014-07-22,3 ,14,2140
2014-07-22,3 ,15,2182
2014-07-22,3 ,16,2197
2014-07-22,3 ,17,2324
2014-07-22,3 ,18,2181
2014-07-22,3 ,19,2143
2014-07-22,3 ,20,1600
2014-07-22,3 ,21,1383
2014-07-22,3 ,22,872
2014-07-22,3 ,23,545
2014-07-23,4 ,0,341
2014-07-23,4 ,1,267
2014-07-23,4 ,2,215
2014-07-23,4 ,3,169
2014-07-23,4 ,4,205
2014-07-23,4 ,5,378
2014-07-23,4 ,6,732
2014-07-23,4 ,7,1423
2014-07-23,4 ,8,1819
2014-07-23,4 ,9,1505
2014-07-23,4 ,10,1704
2014-07-23,4 ,11,1634
2014-07-23,4 ,12,1622
2014-07-23,4 ,13,1876
2014-07-23,4 ,14,1892
2014-07-23,4 ,15,2068
2014-07-23,4 ,16,2022
2014-07-23,4 ,17,2183
2014-07-23,4 ,18,2170
2014-07-23,4 ,19,1990
2014-07-23,4 ,20,1448
2014-07-23,4 ,21,1310
2014-07-23,4 ,22,847
2014-07-23,4 ,23,510
2014-07-24,5 ,0,355
2014-07-24,5 ,1,278
2014-07-24,5 ,2,209
2014-07-24,5 ,3,189
2014-07-24,5 ,4,221
2014-07-24,5 ,5,397
2014-07-24,5 ,6,692
2014-07-24,5 ,7,1436
2014-07-24,5 ,8,1844
2014-07-24,5 ,9,1588
2014-07-24,5 ,10,1631
2014-07-24,5 ,11,1645
2014-07-24,5 ,12,1629
2014-07-24,5 ,13,1796
2014-07-24,5 ,14,1918
2014-07-24,5 ,15,2084
2014-07-24,5 ,16,2118
2014-07-24,5 ,17,2199
2014-07-24,5 ,18,2304
2014-07-24,5 ,19,2030
2014-07-24,5 ,20,1668
2014-07-24,5 ,21,1396
2014-07-24,5 ,22,918
2014-07-24,5 ,23,602
2014-07-25,6 ,0,409
2014-07-25,6 ,1,296
2014-07-25,6 ,2,204
2014-07-25,6 ,3,240
2014-07-25,6 ,4,201
2014-07-25,6 ,5,385
2014-07-25,6 ,6,734
2014-07-25,6 ,7,1450
2014-07-25,6 ,8,1844
2014-07-25,6 ,9,1696
2014-07-25,6 ,10,1787
2014-07-25,6 ,11,1842
2014-07-25,6 ,12,1738
2014-07-25,6 ,13,1874
2014-07-25,6 ,14,2156
2014-07-25,6 ,15,2122
2014-07-25,6 ,16,2195
2014-07-25,6 ,17,2385
2014-07-25,6 ,18,2215
2014-07-25,6 ,19,2208
2014-07-25,6 ,20,1862
2014-07-25,6 ,21,1559
2014-07-25,6 ,22,1023
2014-07-25,6 ,23,636
2014-07-26,7 ,0,445
2014-07-26,7 ,1,297
2014-07-26,7 ,2,239
2014-07-26,7 ,3,209
2014-07-26,7 ,4,233
2014-07-26,7 ,5,385
2014-07-26,7 ,6,655
2014-07-26,7 ,7,879
2014-07-26,7 ,8,1295
2014-07-26,7 ,9,1563
2014-07-26,7 ,10,1566
2014-07-26,7 ,11,1695
2014-07-26,7 ,12,1728
2014-07-26,7 ,13,1944
2014-07-26,7 ,14,2071
2014-07-26,7 ,15,2036
2014-07-26,7 ,16,2045
2014-07-26,7 ,17,2202
2014-07-26,7 ,18,2054
2014-07-26,7 ,19,1687
2014-07-26,7 ,20,1570
2014-07-26,7 ,21,1362
2014-07-26,7 ,22,907
2014-07-26,7 ,23,589
2014-07-27,1 ,0,399
2014-07-27,1 ,1,247
2014-07-27,1 ,2,214
2014-07-27,1 ,3,189
2014-07-27,1 ,4,149
2014-07-27,1 ,5,264
2014-07-27,1 ,6,394
2014-07-27,1 ,7,562
2014-07-27,1 ,8,766
2014-07-27,1 ,9,1106
2014-07-27,1 ,10,1286
2014-07-27,1 ,11,1443
2014-07-27,1 ,12,1575
2014-07-27,1 ,13,1875
2014-07-27,1 ,14,1955
2014-07-27,1 ,15,2184
2014-07-27,1 ,16,2254
2014-07-27,1 ,17,2407
2014-07-27,1 ,18,2159
2014-07-27,1 ,19,2087
2014-07-27,1 ,20,1877
2014-07-27,1 ,21,1589
2014-07-27,1 ,22,1030
2014-07-27,1 ,23,691
2014-07-28,2 ,0,338
2014-07-28,2 ,1,233
2014-07-28,2 ,2,183
2014-07-28,2 ,3,138
2014-07-28,2 ,4,198
2014-07-28,2 ,5,500
2014-07-28,2 ,6,926
2014-07-28,2 ,7,1586
2014-07-28,2 ,8,1833
2014-07-28,2 ,9,1694
2014-07-28,2 ,10,1753
2014-07-28,2 ,11,1818
2014-07-28,2 ,12,1710
2014-07-28,2 ,13,1973
2014-07-28,2 ,14,2115
2014-07-28,2 ,15,2063
2014-07-28,2 ,16,2175
2014-07-28,2 ,17,2355
2014-07-28,2 ,18,2337
2014-07-28,2 ,19,2231
2014-07-28,2 ,20,1731
2014-07-28,2 ,21,1443
2014-07-28,2 ,22,916
2014-07-28,2 ,23,593
2014-07-29,3 ,0,341
2014-07-29,3 ,1,280
2014-07-29,3 ,2,210
2014-07-29,3 ,3,179
2014-07-29,3 ,4,212
2014-07-29,3 ,5,478
2014-07-29,3 ,6,871
2014-07-29,3 ,7,1463
2014-07-29,3 ,8,1812
2014-07-29,3 ,9,1686
2014-07-29,3 ,10,1758
2014-07-29,3 ,11,1769
2014-07-29,3 ,12,1693
2014-07-29,3 ,13,1970
2014-07-29,3 ,14,2160
2014-07-29,3 ,15,2261
2014-07-29,3 ,16,2206
2014-07-29,3 ,17,2264
2014-07-29,3 ,18,2265
2014-07-29,3 ,19,2242
2014-07-29,3 ,20,1860
2014-07-29,3 ,21,1486
2014-07-29,3 ,22,961
2014-07-29,3 ,23,617
2014-07-30,4 ,0,402
2014-07-30,4 ,1,277
2014-07-30,4 ,2,196
2014-07-30,4 ,3,187
2014-07-30,4 ,4,221
2014-07-30,4 ,5,435
2014-07-30,4 ,6,838
2014-07-30,4 ,7,1506
2014-07-30,4 ,8,1656
2014-07-30,4 ,9,1726
2014-07-30,4 ,10,1811
2014-07-30,4 ,11,1794
2014-07-30,4 ,12,1729
2014-07-30,4 ,13,1970
2014-07-30,4 ,14,2095
2014-07-30,4 ,15,2063
2014-07-30,4 ,16,2217
2014-07-30,4 ,17,2284
2014-07-30,4 ,18,2203
2014-07-30,4 ,19,2172
2014-07-30,4 ,20,1820
2014-07-30,4 ,21,1459
2014-07-30,4 ,22,1029
2014-07-30,4 ,23,592
2014-07-31,5 ,0,403
2014-07-31,5 ,1,267
2014-07-31,5 ,2,219
2014-07-31,5 ,3,238
2014-07-31,5 ,4,202
2014-07-31,5 ,5,428
2014-07-31,5 ,6,865
2014-07-31,5 ,7,1360
2014-07-31,5 ,8,1662
2014-07-31,5 ,9,1546
2014-07-31,5 ,10,1659
2014-07-31,5 ,11,1701
2014-07-31,5 ,12,1702
2014-07-31,5 ,13,1804
2014-07-31,5 ,14,1974
2014-07-31,5 ,15,2044
2014-07-31,5 ,16,2061
2014-07-31,5 ,17,2283
2014-07-31,5 ,18,2392
2014-07-31,5 ,19,2131
2014-07-31,5 ,20,1792
2014-07-31,5 ,21,1396
2014-07-31,5 ,22,964
2014-07-31,5 ,23,605
2014-08-01,6 ,0,429
2014-08-01,6 ,1,300
2014-08-01,6 ,2,209
2014-08-01,6 ,3,210
2014-08-01,6 ,4,260
2014-08-01,6 ,5,425
2014-08-01,6 ,6,803
2014-08-01,6 ,7,1217
2014-08-01,6 ,8,1524
2014-08-01,6 ,9,1505
2014-08-01,6 ,10,1606
2014-08-01,6 ,11,1638
2014-08-01,6 ,12,1604
2014-08-01,6 ,13,1852
2014-08-01,6 ,14,1940
2014-08-01,6 ,15,2110
2014-08-01,6 ,16,2025
2014-08-01,6 ,17,2259
2014-08-01,6 ,18,2441
2014-08-01,6 ,19,2159
2014-08-01,6 ,20,2075
2014-08-01,6 ,21,1561
2014-08-01,6 ,22,1011
2014-08-01,6 ,23,796
2014-08-02,7 ,0,471
2014-08-02,7 ,1,314
2014-08-02,7 ,2,251
2014-08-02,7 ,3,234
2014-08-02,7 ,4,237
2014-08-02,7 ,5,370
2014-08-02,7 ,6,661
2014-08-02,7 ,7,884
2014-08-02,7 ,8,1125
2014-08-02,7 ,9,1391
2014-08-02,7 ,10,1423
2014-08-02,7 ,11,1684
2014-08-02,7 ,12,1800
2014-08-02,7 ,13,1830
2014-08-02,7 ,14,2035
2014-08-02,7 ,15,2022
2014-08-02,7 ,16,2085
2014-08-02,7 ,17,2359
2014-08-02,7 ,18,2338
2014-08-02,7 ,19,2166
2014-08-02,7 ,20,2003
2014-08-02,7 ,21,1646
2014-08-02,7 ,22,1312
2014-08-02,7 ,23,793
2014-08-03,1 ,0,503
2014-08-03,1 ,1,304
2014-08-03,1 ,2,211
2014-08-03,1 ,3,182
2014-08-03,1 ,4,139
2014-08-03,1 ,5,240
2014-08-03,1 ,6,362
2014-08-03,1 ,7,518
2014-08-03,1 ,8,723
2014-08-03,1 ,9,1121
2014-08-03,1 ,10,1307
2014-08-03,1 ,11,1545
2014-08-03,1 ,12,1763
2014-08-03,1 ,13,1943
2014-08-03,1 ,14,2176
2014-08-03,1 ,15,2184
2014-08-03,1 ,16,2129
2014-08-03,1 ,17,2230
2014-08-03,1 ,18,2094
2014-08-03,1 ,19,2121
2014-08-03,1 ,20,2098
2014-08-03,1 ,21,1937
2014-08-03,1 ,22,1421
2014-08-03,1 ,23,873
2014-08-04,2 ,0,441
2014-08-04,2 ,1,258
2014-08-04,2 ,2,199
2014-08-04,2 ,3,139
2014-08-04,2 ,4,198
2014-08-04,2 ,5,409
2014-08-04,2 ,6,745
2014-08-04,2 ,7,1331
2014-08-04,2 ,8,1617
2014-08-04,2 ,9,1600
2014-08-04,2 ,10,1775
2014-08-04,2 ,11,1825
2014-08-04,2 ,12,1759
2014-08-04,2 ,13,1972
2014-08-04,2 ,14,2110
2014-08-04,2 ,15,2063
2014-08-04,2 ,16,2204
2014-08-04,2 ,17,2278
2014-08-04,2 ,18,2387
2014-08-04,2 ,19,1879
2014-08-04,2 ,20,1636
2014-08-04,2 ,21,1315
2014-08-04,2 ,22,932
2014-08-04,2 ,23,542
2014-08-05,3 ,0,362
2014-08-05,3 ,1,256
2014-08-05,3 ,2,233
2014-08-05,3 ,3,212
2014-08-05,3 ,4,209
2014-08-05,3 ,5,438
2014-08-05,3 ,6,800
2014-08-05,3 ,7,1353
2014-08-05,3 ,8,1704
2014-08-05,3 ,9,1671
2014-08-05,3 ,10,1715
2014-08-05,3 ,11,1806
2014-08-05,3 ,12,1777
2014-08-05,3 ,13,2007
2014-08-05,3 ,14,2109
2014-08-05,3 ,15,2249
2014-08-05,3 ,16,2205
2014-08-05,3 ,17,2393
2014-08-05,3 ,18,2317
2014-08-05,3 ,19,2221
2014-08-05,3 ,20,1823
2014-08-05,3 ,21,1455
2014-08-05,3 ,22,1090
2014-08-05,3 ,23,631
2014-08-06,4 ,0,400
2014-08-06,4 ,1,318
2014-08-06,4 ,2,228
2014-08-06,4 ,3,214
2014-08-06,4 ,4,227
2014-08-06,4 ,5,431
2014-08-06,4 ,6,811
2014-08-06,4 ,7,1348
2014-08-06,4 ,8,1762
2014-08-06,4 ,9,1728
2014-08-06,4 ,10,1810
2014-08-06,4 ,11,1813
2014-08-06,4 ,12,1828
2014-08-06,4 ,13,2006
2014-08-06,4 ,14,2175
2014-08-06,4 ,15,2196
2014-08-06,4 ,16,2201
2014-08-06,4 ,17,2192
2014-08-06,4 ,18,1728
2014-08-06,4 ,19,2133
2014-08-06,4 ,20,1838
2014-08-06,4 ,21,1440
2014-08-06,4 ,22,976
2014-08-06,4 ,23,574
2014-08-07,5 ,0,367
2014-08-07,5 ,1,279
2014-08-07,5 ,2,209
2014-08-07,5 ,3,213
2014-08-07,5 ,4,210
2014-08-07,5 ,5,386
2014-08-07,5 ,6,766
2014-08-07,5 ,7,1428
2014-08-07,5 ,8,1742
2014-08-07,5 ,9,1643
2014-08-07,5 ,10,1722
2014-08-07,5 ,11,1742
